순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
91,앨리스 죽이기 ,고바야시 야스미 지음 ;김은모 옮김,시공사,2015,,9788952775184,3830,833.6,"4,002"
92,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9788984370791,3860,863,"3,981"
93,도시는 무엇으로 사는가 :도시를 보는 열다섯 가지 인문적 시선 ,유현준 지음,을유문화사,2015,,9788932472959,3540,331.47,"3,978"
94,미스 함무라비 ,문유석 지음,문학동네,2016,,9788954643535,3810,813.7,"3,956"
95,"곰돌이 푸, 서두르지 않아도 괜찮아 :곰돌이 푸 원작 ",옮긴이: 정은희,RHK(알에이치코리아),2018,,9788925563367,3800,818,"3,923"
95,장수탕 선녀님 ,지은이: 백희나,책읽는곰,2012,,9788993242706,77810,813.7,"3,923"
97,열한 계단 :나를 흔들어 키운 불편한 지식들 ,채사장 지음,Whale Books(웨일북),2016,,9791195677153,3100,1.3,"3,894"
98,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ,팀 페리스 지음 ;정지현 옮김,Tornado(토네이도),2017,,9791158510619,3190,325.211,"3,883"
99,(설민석의) 무도 한국사 특강 ,설민석 지음,문학동네,2014,,9788954623773,3910,911,"3,881"
100,하늘 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2017,,9788966350759,74830,833.6,"3,875"
101,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ,엠제이 드마코 지음 ;신소영 옮김,북새통,2013,,9788994702346,13320,327.04,"3,873"
102,츠바키 문구점 :오가와 이토 장편소설 ,지은이: 오가와 이토 ;옮긴이: 권남희,위즈덤하우스 미디어그룹,2017,,9788959135172,3830,833.6,"3,861"
103,빅 픽처 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은 세상,2010,,9788984371026,3840,843.5,"3,853"
104,할머니의 여름휴가,안녕달,창비,2016,,9788936454951,,,"3,846"
105,구해줘:기욤 뮈소 장편소설,기욤 뮈소 지음;윤미연 옮김,밝은세상,2006,,9788984370753,3860,863,"3,839"
106,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9788970123691,3830,833.6,"3,834"
107,"그해, 여름 손님 ",안드레 애치먼 지음 ;정지현 옮김,잔,2017,,9791195061440,3840,843.6,"3,824"
108,고양이 :베르나르 베르베르 장편소설 ,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,2018,1,9788932919126,4860,863,"3,798"
109,진작 할 걸 그랬어 :김소영 에세이 ,지은이: 김소영,위즈덤하우스미디어그룹,2018,,9791162203637,3810,818,"3,796"
110,감기 걸린 물고기,박정섭 (지은이),사계절,2016,,9788958284482,,,"3,782"
111,딸에게 주는 레시피 :공지영 에세이 ,지은이: 공지영 ;그린이: 이장미,한겨레출판,2015,,9788984319097,3810,814.7,"3,760"
112,똑게육아 =내 아이에게 '꿀잠' 선물하기 프로젝트 /Smart & lazy motherhood consulting ,로리 지음,문학동네,2015,,9788954639002,13590,598.1,"3,756"
112,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,2009,,9788992036962,3830,833.6,"3,756"
114,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,2,9788994120997,13100,1.3,"3,742"
115,곰탕 :김영탁 장편소설 ,지은이: 김영탁,Arte(아르테),2018,1,9788950973759,4810,813.7,"3,725"
115,"랩걸 :나무,과학 그리고 사랑 ",지은이: 호프 자런 ;옮긴이: 김희정,Alma(알마 출판사),2017,,9791159920967,3400,470.99,"3,725"
117,너의 췌장을 먹고 싶어 ,스미노 요루 지음 ;양윤옥 옮김,소미미디어,2017,,9791157107223,3830,833.6,"3,724"
118,(영어 앞에서 당당한 아이를 만드는 새벽달의) 엄마표 영어 17년 보고서 ,새벽달 지음,청림출판,2016,,9788997195916,13590,740.7,"3,717"
119,매스커레이드 호텔 =히가시노 게이고 장편소설 /Masquerade hotel ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756125,3830,833.6,"3,645"
120,100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2009,,9788989863786,73830,833.6,"3,639"
121,마지막 패리시 부인 ,리브 콘스탄틴 지음 ;박지선 옮김,나무의철학,2017,,9791158510824,3840,843.6,"3,638"
122,제노사이드 =다카노 가즈아키 장편소설 /Genocide ,지은이: 다카노 가즈아키 ;옮긴이: 김수영,황금가지,2012,,9788960174191,3830,833.6,"3,634"
123,혼자 잘해주고 상처받지 마라 :서운하고 속상한 마음을 들키지 않으려고 애쓰는 당신을 위한 감정의 심리학 ,유은정 지음,북이십일,2016,,9788950967291,3320,182.233,"3,632"
124,한국이 싫어서 :장강명 장편소설 ,장강명 지음,민음사,2015,,9788937473074,4810,813.7,"3,612"
125,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017-2019,1,9791195794799,74910,911,"3,605"
126,지금 이 순간 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2015,,9788984372757,3860,863,"3,598"
127,책을 지키려는 고양이 :나쓰카와 소스케 장편소설 ,지은이: 나쓰카와 소스케 ;옮긴이: 이선희,Arte(북이십일 아르테),2018,,9788950973025,3830,833.6,"3,554"
127,오리진,댄 브라운 지음 ;안종설 옮김,문학수첩,2017,1,9788983926845,4840,843.6,"3,554"
129,"총, 균, 쇠:무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",재레드 다이아몬드 지음;김진준 옮김,문학사상사,2006,,9788970127248,3900,389,"3,540"
130,종이 여자 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9788984371071,3860,863,"3,539"
131,"멈추면, 비로소 보이는 것들 :혜민 스님과 함께하는 내 마음 다시보기 ",혜민 지음 ;우창헌 그림,쌤앤파커스,2012,,9788965700609,3810,818,"3,513"
132,아홉 살 마음 사전,"박성우 (지은이), 김효은 (그림)",창비,2017,,9788936447014,,,"3,509"
133,미 비포 유 ,조조 모예스 지음 ;김선형 옮김,살림,2013,,9788952227829,3840,843.6,"3,505"
134,혼자 있고 싶은데 외로운 건 싫어 :남들보다 내성적인 사람들을 위한 심리수업 ,피터 홀린스 지음 ;공민희 옮김,포레스트북스,2018,,9791196273149,3180,189.2,"3,493"
135,숨결이 바람 될 때 :서른여섯 젊은 의사의 마지막 순간 ,폴 칼라니티 지음 ;이종인 옮김,흐름출판,2016,,9788965961956,3840,848,"3,480"
136,맘마미아 월급재테크 실천법 ,맘마미아 지음,진서원,2015,,9791186647011,13320,327.04,"3,460"
137,지하 100층짜리 집 ,글·그림: 이와이 도시오 ;옮긴이: 김숙,북뱅크,2011,,9788989863915,73830,833.6,"3,447"
138,부자언니 부자연습 :가난한 공주 부자되기 프로젝트 ,유수진 지음,세종서적,2017,,9788984076266,3320,327.04,"3,415"
139,부자언니 부자특강 :평범한 월급쟁이 부자되는 공식 ,유수진 지음,세종서적,2015,,9788984074835,13320,327.04,"3,392"
140,아무것도 아닌 지금은 없다 ,글배우 지음,쌤앤파커스,2017,,9788965704959,3810,818,"3,386"
141,그녀 이름은 :조남주 소설 ,지은이: 조남주,다산북스,2018,,9791130617084,3810,813.7,"3,384"
142,잠수네 프리스쿨 영어공부법 :엄마와 아이가 모두 행복한 5세·6세·7세 로드맵 ,이신애 지음,RHK(알에이치코리아),2014,,9788925552651,3740,740.7,"3,376"
143,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9788990611260,77830,833.6,"3,362"
144,메리,안녕달,사계절,2017,,9791160943061,,,"3,333"
145,역사의 역사 =History of writing history ,유시민 지음,돌베개,2018,,9788971998557,3900,900,"3,300"
146,고양이 :베르나르 베르베르 장편소설 ,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,2018,2,9788932919133,4860,863,"3,296"
146,이상한 엄마 ,백희나,책읽는곰,2016,,9791158360214,77810,813.7,"3,296"
148,우리에겐 언어가 필요하다 :입이 트이는 페미니즘 ,이민경 지음,봄알람,2016,,9791195857906,3300,337.2,"3,285"
149,거울 앞에서 너무 많은 시간을 보냈다 ,러네이 엥겔른 지음 ;김문주 옮김,웅진씽크빅,2017,,9788901219578,3180,186.3,"3,274"
150,보통의 존재 :이석원 산문집 ,지은이: 이석원,달,2009,,9788993928037,3800,818,"3,259"
151,나는 마트 대신 부동산에 간다 :3천만 원으로 6년 만에 아파트 15채 보유 ,김유라 지음,한경BP,2016,,9788947541473,3320,327.87,"3,237"
152,넛지 :똑똑한 선택을 이끄는 힘 ,"리처드 탈러,안진환 옮김",웅진씽크빅,2009,,9788901093154,3320,321.89,"3,225"
153,서른의 반격 :손원평 장편소설 ,지은이: 손원평,은행나무,2017,,9791196199807,3810,813.7,"3,218"
154,엄마의 말공부 :기적 같은 변화를 불러오는 작은 말의 힘 ,이임숙 지음,카시오페아,2015,,9791185952123,13590,378.9,"3,214"
155,영어 그림책의 기적 ,전은주 지음,북하우스퍼블리셔스,2017,,9788956055619,13590,740.7,"3,200"
156,흰 :한강 소설 ,지은이: 한강,문학동네,2016,,9788954640718,3810,813.7,"3,199"
157,"잠수네 초등 1, 2학년 공부법 :영어수학국어 ",이신애 지음,RHK(알에이치코리아),2015,,9788925555553,4370,375.3,"3,198"
158,봉제인형 살인사건 :다니엘 콜 장편소설 ,저자: 다니엘 콜 ;옮긴이: 유혜인,Book plaza(북플라자),2017,,9788998274931,3840,843.6,"3,190"
159,피프티 피플 :정세랑 장편소설 ,지은이: 정세랑,창비,2016,,9788936434243,3810,813.7,"3,186"
160,백설공주에게 죽음을 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,2011,,9788991239685,3850,853,"3,184"
160,언스크립티드 :부의 추월차선 완결판 ,엠제이 드마코 지음 ;안시열 옮김,토트,2018,,9791187444213,13320,325.211,"3,184"
162,"우리는 언젠가 만난다 :나, 타인, 세계를 이어주는 40가지 눈부신 이야기 ",채사장 지음,Whale Books(웨일북),2017,,9791188248124,3100,1.3,"3,183"
163,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017-2019,2,9791196025809,74910,911,"3,180"
164,오리진,댄 브라운 지음 ;안종설 옮김,문학수첩,2017,2,9788983926852,4840,843.6,"3,179"
165,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭 ,"지은이: 존 가트맨,조벽",한국경제신문 한경BP,2011,,9788947527897,13590,598.1,"3,176"
166,지적 대화를 위한 넓고 얕은 지식,채사장 지음 ,한빛비즈,2014,1,9788994120966,13100,1.3,"3,174"
167,이갈리아의 딸들,게르드 브란튼베르그 지음;노옥재...[등]옮김,황금가지,1996,,9788982730009,3890,859.823,"3,165"
168,일취월장 :일을 잘하기 위한 8가지 원리 ,"고영성,신영준 지음",로크미디어,2017,,9791129429506,3320,325.04,"3,152"
169,"프랑스 아이처럼 :아이, 엄마, 가족이 모두 행복한 프랑스식 육아 ",파멜라 드러커맨 지음 ;이주혜 옮김,북하이브,2012,,9788928615360,3320,598.1,"3,148"
170,곰탕 :김영탁 장편소설 ,지은이: 김영탁,Arte(아르테),2018,2,9788950973766,4810,813.7,"3,118"
171,(한마디를 해도 통하는 김영철·타일러의) 진짜 미국식 영어 ,"김영철,타일러 지음",위즈덤하우스,2017,,9791162201510,13740,747.5,"3,111"
172,책은 도끼다 :박웅현 인문학 강독회 ,지은이: 박웅현,북하우스 퍼블리셔스,2011,,9788956055466,3810,1.3,"3,110"
172,미중전쟁 :김진명 장편소설 ,지은이: 김진명,쌤앤파커스,2017,1,9788965705451,4810,813.7,"3,110"
174,공허한 십자가 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 이선희,자음과모음,2014,,9788957078150,3830,833.6,"3,096"
175,"9등급 꼴찌, 1년 만에 통역사 된 비법 ",장동완 지음,웅진씽크빅,2017,,9788901215709,3320,740,"3,080"
176,매스커레이드 이브 :히가시노 게이고 연작소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2015,,9788972757467,3830,833.6,"3,061"
177,당신의 별이 사라지던 밤 :서미애 장편소설 ,지은이: 서미애,문학동네,2018,,9788954650168,3810,813.7,"3,040"
178,레버리지 :자본주의 속에 숨겨진 부의 비밀 ,롭 무어 지음 ;김유미 옮김,다산북스,2017,,9791130612249,13320,327.04,"3,033"
179,표현의 기술 ,글: 유시민 ;만화: 정훈이,아름다운사람들,2016,,9788965133759,3800,802,"3,032"
180,내게 무해한 사람 :최은영 소설 ,지은이: 최은영,문학동네,2018,,9788954651820,3810,813.7,"3,028"
181,"소유진의 엄마도 아이도 즐거운 이유식 =So Yujin's homemade baby food: for-happy, healthy babies ",지은이: 소유진,길벗,2016,,9791186978665,13590,594.62,"3,024"
182,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017-2019,3,9791196025847,74910,911,"3,023"
183,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9788986621136,77810,813.6,"3,009"
184,오늘의 인생,"마스다 미리 (지은이), 이소담 (옮긴이)",이봄,2017,,9791188451074,,,"3,003"
185,"엄마의 첫 부동산 공부 - 내 집 마련부터 꼬마 월세까지, 이 책 한 권으로 따라 한다",이지영 (지은이),다산3.0,2017,,9791130611778,,,"2,988"
186,모든 관계는 말투에서 시작된다 :기분 좋은 사람으로 기억되는 사소한 습관 ,김범준 지음,위즈덤하우스,2017,,9788960863859,3320,802.56,"2,968"
187,예감은 틀리지 않는다 :줄리언 반스 장편소설 ,지은이: 줄리언 반스 ;옮긴이: 최세희,다산북스,2012,,9788963708386,3840,843.5,"2,950"
188,만만하게 보이지 않는 대화법 :함부로 무시당하지 않는 말투는 따로 있다 ,나이토 요시히토 지음 ;이정은 옮김,홍익출판사,2018,,9788970656250,3190,189,"2,945"
189,미라클모닝 :당신의 하루를 바꾸는 기적 아침 6분이면 충분하다 ,할 엘로드 지음 ;김현수 옮김,한빛비즈,2016,,9791157841110,13320,199.1,"2,935"
190,스스로 마음을 지키는 아이 :믿는 만큼 성장하는 아이를 위한 심리 육아 ,"송미경,김학철 지음",시공사,2017,,9788952778437,3590,598.1,"2,934"
191,(법륜 스님의) 행복 :행복해지고 싶지만 길을 몰라 헤매는 당신에게 ,법륜 지음 ;최승미 그림,문학동네,2016,,9788954637169,3810,199.1,"2,925"
192,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,1,9788960865563,17810,810,"2,924"
