순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
20,버티는 삶에 관하여 :허지웅 에세이 ,허지웅 지음,문학동네,2014,,9788954625883,3810,818,"6,112"
21,정글만리 :조정래 장편소설,저자: 조정래,해냄출판사,2013,3,9788965744047,4810,813.62,"6,108"
22,28 :정유정 장편소설 ,지은이: 정유정,은행나무,2013,,9788956607030,3810,813.7,"6,078"
23,센트럴 파크 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2014,,9788984371446,3860,863,"6,072"
24,(청소년에게 긍지를 심어 주는)우리 문화 유산 이야기,김용운...[등]지음,효리원,2003,,9788983393418,73910,911,"6,033"
25,종이 여자 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9788984371071,3860,863,"5,909"
26,싸드 =김진명 장편소설 /Thaad ,지은이: 김진명,새움,2014,,9788993964844,3810,813.7,"5,887"
27,(강신주의) 감정수업 :스피노자와 함께 배우는 인간의 48가지 얼굴 ,지은이: 강신주,민음사,2013,,9788937488351,3100,181.7,"5,868"
28,"프랑스 아이처럼 :아이, 엄마, 가족이 모두 행복한 프랑스식 육아 ",파멜라 드러커맨 지음 ;이주혜 옮김,북하이브,2012,,9788928615360,3320,598.1,"5,847"
29,하버드 새벽 4시 반 =최고의 대학이 청춘에게 들려주는 성공 습관 /Harvard's 4:30 A.M. ,웨이슈잉 지음 ;이정은 옮김,라이스메이커,2014,,9791185392080,13190,199.1,"5,834"
30,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,1,9788960865563,17810,810,"5,801"
31,공허한 십자가 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 이선희,자음과모음,2014,,9788957078150,3830,833.6,"5,687"
32,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,,9788954622035,3810,813.7,"5,673"
33,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,1,9788954608640,4830,833.6,"5,494"
34,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,2,9788960865594,17810,810,"5,226"
35,구해줘:기욤 뮈소 장편소설,기욤 뮈소 지음;윤미연 옮김,밝은세상,2006,,9788984370753,3860,863,"5,193"
36,엄마 수업 :법륜 스님이 들려주는 우리 아이 지혜롭게 키우는 법 ,법륜 지음 ;이순형 그림,한겨례출판,2011,,9788984315112,3810,598.1,"5,058"
37,엄마를 부탁해 :신경숙 장편소설 ,지은이: 신경숙,창비,2008,,9788936433673,3810,813.7,"5,024"
38,백설공주에게 죽음을 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,2011,,9788991239685,3850,853,"4,909"
39,셈을 할 줄 아는 까막눈이 여자 :요나스 요나손 장편소설 ,지은이: 요나스 요나손 ;옮긴이: 임호경,열린책들,2014,,9788932916637,3850,859.73,"4,816"
40,책은 도끼다 :박웅현 인문학 강독회 ,지은이: 박웅현,북하우스 퍼블리셔스,2011,,9788956055466,3810,1.3,"4,777"
41,투명인간 :성석제 장편소설 ,지은이: 성석제,창비,2014,,9788936434144,3810,813.7,"4,729"
42,두근두근 내 인생 :김애란 장편소설 ,지은이: 김애란,창비,2011,,9788936433871,3810,813.7,"4,724"
43,1cm+ =우리 인생에 더하고 싶은 1cm의 □를 찾아서 /일 센티 플러스 ,글: 김은주 ;그림: 양현정,백도씨,2013,,9788968330124,3810,818,"4,689"
44,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,3,9788960865723,17810,810,"4,640"
45,혼자의 발견 ,지은이: 곽정은,달,2014,,9788993928792,3810,818,"4,618"
46,허즈번드 시크릿 ,리안 모리아티 지음 ;김소정 옮김,마시멜로,2015,,9788947540032,3840,843.6,"4,617"
47,7년 후 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 임호경,밝은세상,2012,,9788984371200,3860,863,"4,558"
48,리딩으로 리드하라 =세상을 지배하는 0.1퍼센트의 인문고전 독서법 /Reading lead ,이지성 지음,문학동네,2010,,9788954613026,3320,29.4,"4,541"
49,(지랄발랄 하은맘의) 닥치고 군대 육아 ,김선미 지음,RHK(알에이치코리아),2014,,9788925552910,13370,598.1,"4,534"
50,오베라는 남자 :프레드릭 배크만 장편소설 ,지은이: 프레드릭 배크만 ;옮긴이: 최민우,다산북스,2015,,9791130605210,3850,859.7,"4,533"
51,(책 한 권이 머릿속에 통째로 복사되는) 7번 읽기 공부법 ,야마구치 마유 지음 ;류두진 옮김,위즈덤하우스,2015,,9788960868007,13320,373.4,"4,515"
52,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,1,9788932916378,4860,863,"4,496"
53,(지랄발랄 하은맘의) 불량육아 :0~10세 아이 엄마들의 필독서 ,김선미 지음,무한,2012,,9788956013046,13370,598.1,"4,482"
54,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,2,9788958620365,7910,911.05,"4,463"
55,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭 ,"지은이: 존 가트맨,조벽",한국경제신문 한경BP,2011,,9788947527897,13590,598.1,"4,439"
56,몽환화 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 민경욱,비채,2014,,9791185014517,3830,833.6,"4,425"
57,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9788934939603,3330,193,"4,330"
58,나는 까칠하게 살기로 했다 :상처받지 않고 사람을 움직이는 관계의 심리학 ,양창순 지음,센추리원,2012,,9788996746416,3320,189.2,"4,306"
59,한여름의 방정식 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,2014,,9788990982513,3830,833.6,"4,298"
60,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9788970123691,3830,833.6,"4,279"
61,너는 나에게 상처를 줄 수 없다 :쉽게 상처받는 사람들을 위한 관계 심리학 ,배르벨 바르데츠키 지음 ;두행숙 옮김,웅진씽크빅,2013,,9788901161198,3180,189.2,"4,276"
62,나를 찾아줘 :길리언 플린 장편소설 ,지은이: 길리언 플린 ;옮긴이: 강선재,푸른숲,2013,,9788971848722,3840,843.6,"4,256"
63,지적 대화를 위한 넓고 얕은 지식,채사장 지음 ,한빛비즈,2014,,9788994120966,13100,1.3,"4,226"
64,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,4,9788960865815,17810,810,"4,211"
65,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,1,9788958620358,7910,911.05,"4,209"
66,장하준의 경제학 강의 :지금 우리를 위한 새로운 경제학 교과서 ,장하준 지음 ;김희정 옮김,부키,2014,,9788960514065,3320,320,"4,191"
67,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,현대문학,2006,,9788972753698,3830,833.6,"4,175"
68,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9788984370791,3860,863,"4,169"
69,인생 수업 :잘 물든 단풍은 봄꽃보다 아름답다 ,법륜 지음 ;유근택 그림,한겨레출판,2013,,9788984317413,3200,199.1,"4,168"
70,(조선의 마지막 황녀) 덕혜옹주 :권비영 장편소설 ,지은이: 권비영,다산북스,2010,,9788963700342,3810,813.7,"4,158"
71,1그램의 용기 :한비야 에세이 ,지은이: 한비야,푸른숲,2015,,9791156755371,3810,818,"4,143"
72,내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,2009,,9788956602998,3810,813.6,"4,105"
73,천사의 부름 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2011,,9788984371125,3860,863,"4,041"
74,고래 :천명관 장편소설 ,천명관 지음,문학동네,2004(2009쇄,,9788982819278,3810,813.7,"4,010"
75,"나의 한국현대사 :1959-2014, 55년의 기록 ",유시민 지음,돌베개,2014,,9788971996096,3900,911.07,"3,905"
76,클로즈업 오사카 =교토·고베·나라 /Close up Osaka ,"유재우,손미경 지음",에디터,2010,,9788992037686,14980,981.32802,"3,902"
77,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,2013,,9788957365793,3320,322.01,"3,899"
78,보통의 존재 :이석원 산문집 ,지은이: 이석원,달,2009,,9788993928037,3800,818,"3,869"
79,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,5,9788960865884,17810,810,"3,829"
80,오사카 소년 탐정단 ,히가시노 게이고 지음 ;김난주 옮김,재인,2015,,9788990982599,3830,833.6,"3,786"
81,"총, 균, 쇠:무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",재레드 다이아몬드 지음;김진준 옮김,문학사상사,2006,,9788970127248,3900,389,"3,748"
82,그 무렵 누군가 ,히가시노 게이고 지음 ;이혁재 옮김,재인,2014,,9788990982520,3830,833.6,"3,710"
83,(하루 3시간) 엄마 냄새 ,이현수 지음,김영사,2013,,9788934961109,13810,598.1,"3,699"
84,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,3,9788958620372,7910,911.05,"3,687"
85,매스커레이드 호텔 =히가시노 게이고 장편소설 /Masquerade hotel ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756125,3830,833.6,"3,685"
86,바람이 분다 당신이 좋다 :이병률 여행산문집 ,지은이: 이병률,달출판사,2012,,9788993928488,3810,818,"3,672"
87,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9788986621136,77810,813.6,"3,649"
88,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,6,9788960866003,17810,810,"3,644"
89,다시 아이를 키운다면 :박혜란 할머니가 젊은 부모들에게 주는 맘 편한 육아 이야기 ,박혜란 지음,나무를 심는 사람들,2013,,9791195030507,3810,598.1,"3,628"
90,아기가 잘 먹는 이유식은 따로 있다 - 파워블로거 마더스고양이의 이유식 체험 실전서,김정미,레시피팩토리,2010,,9788996347200,13590,,"3,627"
91,"그래도, 사랑 :언젠가 너로 인해 울게 될 것을 알지만 ",정현주 지음,중앙북스,2013,,9788927804789,3810,818,"3,606"
92,나는 생각이 너무 많아 :넘치는 생각 때문에 삶이 피곤한 사람들을 위한 심리 처방 ,크리스텔 프티콜랭 지음 ;이세진 옮김,부키,2014,,9788960513914,3180,181.3,"3,590"
93,딸에게 주는 레시피 :공지영 에세이 ,지은이: 공지영 ;그린이: 이장미,한겨레출판,2015,,9788984319097,3810,814.7,"3,574"
94,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,,9788986836240,3840,843,"3,571"
95,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,7,9788960866072,17810,810,"3,564"
96,독서 천재가 된 홍대리 :운명을 바꾸는 책 읽기 프로젝트 ,"이지성,정회일 지음",다산북스,2012,,9788963706320,3320,29,"3,538"
97,십자 저택의 피에로 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9788990982551,3830,833.6,"3,517"
98,에디톨로지 =창조는 편집이다 /Editology ,김정운 지음,북이십일,2014,,9788950967062,13180,1.3,"3,515"
99,학생가의 살인 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9788990982544,3830,833.6,"3,457"
100,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,1,9788993964264,3810,813.7,"3,453"
101,그 후에 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9788984371019,3860,863,"3,449"
102,그래도 괜찮은 하루 ,구작가 글·그림,위즈덤하우스,2015,,9788959138876,3810,818,"3,445"
103,스테이트 오브 더 유니언 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은 세상,2014,,9788984371439,3840,843.6,"3,444"
104,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,4,9788958620389,7910,911.05,"3,411"
104,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,8,9788960866157,17810,810,"3,411"
106,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,2014,,9788936434120,3810,813.7,"3,402"
107,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9788990611260,77830,833.6,"3,378"
108,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,2,9788954608657,4830,833.6,"3,356"
109,내가 알고 있는 걸 당신도 알게 된다면 :전세계가 주목한 코넬대학교의 인류 유산 프로젝트 ,칼 필레머 지음 ;박여진 옮김,토네이도미디어그룹,2012,,9788994013503,3320,331.23,"3,351"
110,하루 5분 엄마 목소리 :태교를 시작하는 엄마·사랑을 배우는 아이 ,정홍 글 ;김승연 그림,위즈덤하우스,2014,,9788991731882,13590,598.10212,"3,332"
111,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,9,9788960866201,17810,810,"3,331"
112,아프니까 청춘이다 :인생 앞에 홀로 선 젊은 그대에게 ,김난도 지음,쌤앤파커스,2010,,9788965700036,3810,199.5,"3,321"
113,"돈이 모이는 생활의 법칙 =종잣돈, 내집 장만, 알뜰 육아를 위한 작은돈 굴리기 프로젝트 /Daily life habits making money ",짠돌이카페 슈퍼짠 9인 지음,길벗,2014,,9788966187096,13320,327.04,"3,319"
114,"내가 사랑한 유럽 Top10 :꿈만 꾸어도 좋다, 당장 떠나도 좋다 ",글: 정여울 ;기획·사진제공: 대한항공,홍익출판사,2014,,9788970653976,13980,982.02,"3,315"
115,심플하게 산다 ,도미니크 로로 지음 ;김성희 옮김,바다출판사,2012,,9788955616477,13320,864,"3,311"
116,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9788982814471,3860,879,"3,268"
117,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,3,9788954611800,4830,833.6,"3,262"
118,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,5,9788958620396,7910,911.05,"3,249"
119,더 잡 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2013,,9788984371262,,843.5,"3,233"
120,월급쟁이 부자들 :부자아빠 없는 당신이 진짜부자 되는 법 ,이명로 지음,스마트북스,2014,,9791185541006,13320,327,"3,207"
121,잠수네 프리스쿨 영어공부법 :엄마와 아이가 모두 행복한 5세·6세·7세 로드맵 ,이신애 지음,RHK(알에이치코리아),2014,,9788925552651,3740,740.7,"3,203"
122,대화의 신 :토크계의 전설 래리 킹에게 배우는 말하기의 모든 것 ,래리 킹 지음 ;강서일 옮김,위즈덤하우스,2015,,9788960867680,13320,331.63,"3,145"
123,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,,9788966350278,74830,833.6,"3,142"
124,(수납의 여왕★털팽이식) 3배속 살림법 ,조윤경 지음,한국물가정보,2013,,9788962606096,13590,591,"3,138"
125,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 양억관,민음사,2013,,9788937487927,3830,833.6,"3,125"
126,악의 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2008,,9788972754190,3830,833.6,"3,119"
127,죽은 왕녀를 위한 파반느 =박민규 장편소설 /Pavane pour une infante d?funte ,지은이: 박민규,위즈덤하우스,2009,,9788959133918,3810,813.6,"3,107"
128,태도에 관하여 :임경선 에세이 ,지은이: 임경선,한겨레출판,2015,,9788984318885,3810,814.7,"3,100"
129,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,1,9788932908557,4860,863,"3,090"
130,예감은 틀리지 않는다 :줄리언 반스 장편소설 ,지은이: 줄리언 반스 ;옮긴이: 최세희,다산북스,2012,,9788963708386,3840,843.5,"3,072"
131,내 마음 다치지 않게 ,글·그림: 설레다,RHK(알에이치코리아),2014,,9788925554860,3810,818,"3,017"
132,엄마의 말공부 :기적 같은 변화를 불러오는 작은 말의 힘 ,이임숙 지음,카시오페아,2015,,9791185952123,13590,378.9,"3,010"
133,습관의 재발견 :기적 같은 변화를 불러오는 작은 습관의 힘 ,스티븐 기즈 지음 ;구세희 옮김,비즈니스북스,2014,,9788997575336,13190,181.845,"3,006"
134,무지개를 연주하는 소년,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,2014,,9788990982568,3830,,"3,002"
135,부자언니 부자특강 :평범한 월급쟁이 부자되는 공식 ,유수진 지음,세종서적,2015,,9788984074835,13320,327.04,"2,994"
136,"내 사람이다 :만나고 헤어지는 일, 그 안에 사람이 있다 ",곽정은 지음,달,2012,,9788993928396,3810,818,"2,992"
137,습관의 힘 :반복되는 행동이 만드는 극적인 변화 ,찰스 두히그 지음 ;강주헌 옮김,웅진씽크빅,2012,,9788901150598,3320,181.845,"2,983"
138,불륜 :파울로 코엘료 장편소설 ,지은이: 파울로 코엘료 ;옮긴이: 민은영,문학동네,2014,,9788954625173,3870,879,"2,974"
139,공중그네:오쿠다 히데오 장편소설,오쿠다 히데오 지음;이영미 옮김,은행나무,2005,,9788956601021,3830,833.6,"2,971"
139,유시민의 글쓰기 특강 ,지은이: 유시민,아름다운사람들,2015,,9788965133520,4800,802,"2,971"
141,보다 :김영하 산문 ,지은이: 김영하,문학동네,2014,,9788954625470,3810,814.7,"2,957"
142,앵무새 죽이기 ,하퍼 리 지음 ;김욱동 옮김,문예출판사,2007,,9788931001990,3840,843.5,"2,953"
143,신참자 ,히가시노 게이고 지음 ;김난주 옮김,재인,2012,,9788990982469,3830,833.6,"2,947"
144,템테이션 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2012,,9788984371170,3840,843.5,"2,941"
145,솔이의 추석 이야기 ,글·그림: 이억배,길벗어린이,2011,,9788986621198,77810,813.7,"2,916"
146,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,2,9788994120997,13100,1.3,"2,907"
147,(소아정신과 의사 서천석의) 아이와 함께 자라는 부모 ,서천석 지음,창비,2013,,9788936472269,13590,598.1,"2,894"
148,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,6,9788958620617,7910,911.05,"2,884"
149,뉴스의 시대 :뉴스에 대해 우리가 알아야 할 모든 것 ,알랭드 보통 지음 ;최민우 옮김,문학동네,2014,,9788954625241,3100,331.541,"2,873"
150,나오미와 가나코 :오쿠다 히데오 장편소설 ,지은이: 오쿠다 히데오 ;옮긴이: 김해용,위즈덤하우스,2015,,9788959139224,3830,833.6,"2,872"
151,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,2,9788993964271,3810,813.7,"2,864"
152,아들러 심리학을 읽는 밤 :『미움받을 용기』 기시미 이치로의 아들러 심리학 입문 ,기시미 이치로 지음 ;박재현 옮김,살림출판사,2015,,9788952230645,13180,189,"2,859"
153,사랑하기 때문에 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;전미연 옮김,밝은세상,2007,,9788984370869,3860,863,"2,842"
154,인페르노,댄 브라운 지음 ;안종설 옮김,문학수첩,2013,1,9788983924872,3840,843.6,"2,838"
155,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,11,9788958622178,7910,911.05,"2,835"
155,질풍론도 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;권남희 옮김,쌤앤파커스,2014,,9788965701866,3830,833.6,"2,835"
157,어느 날 문득 어른이 되었습니다 :마스다 미리 산문집 ,지은이: 마스다 미리 ;옮긴이: 권남희,문학동네,2014,,9788954624176,13830,838,"2,827"
158,어떻게 살 것인가 ,지은이: 유시민,아름다운사람들,2013,,9788965132288,3810,340.4,"2,813"
159,생각하는 인문학 :5000년 역사를 만든 동서양 천재들의 사색공부법 ,지은이: 이지성,문학동네,2015,,9788954635738,3320,1.3,"2,808"
160,모멘트 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2011,,9788984371118,3840,843.5,"2,800"
160,만희네 집,글·그림: 권윤덕,길벗어린이,2006,,9788986621105,77810,813.6,"2,800"
162,(적게 벌어도 잘사는) 여자의 습관 :현실적인 여자가 더 잘사는 이유! 돈이 모이는 생활 속 재테크의 비밀 ,정은길 지음,다산북스,2013,,9788963709871,13320,327.04,"2,783"
163,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,7,9788958620792,7910,911.05,"2,781"
164,그림의 힘 =최상의 리듬을 찾는 내 안의 새로운 변화 /The power of masterpiece ,김선현 지음,Eight point(에이트 포인트),2015,,9788996947400,3320,512.5156,"2,774"
165,당신 없는 나는? :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 허지은,밝은세상,2009,,9788984371002,3860,863,"2,762"
166,원 플러스 원 :가족이라는 기적 ,조조 모예스 지음 ;오정아 옮김,살림,2014,,9788952230287,3840,843.6,"2,749"
167,도깨비를 빨아 버린 우리 엄마,사토 와키코,한림출판사,1991,,9788970940199,77890,,"2,742"
168,솔로몬의 위증 :미야베 미유키 장편소설 ,지은이: 미야베 미유키 ;옮긴이: 이영미,문학동네,2013,1,9788954621472,4830,833.6,"2,735"
169,나는 나의 주인 ,채인선 글 ;안은진 그림,토토북,2010,,9788964960035,73190,189,"2,734"
170,스님의 주례사 :행복한 결혼생활을 위한 남녀 마음 이야기 ,법륜 지음 ;김점선 그림,한겨레출판,2010,,9788984314207,3810,591.8,"2,727"
171,"잠수네 초등 1, 2학년 공부법 :영어수학국어 ",이신애 지음,RHK(알에이치코리아),2015,,9788925555553,4370,375.3,"2,721"
172,잘못은 우리 별에 있어 :존 그린 장편소설 ,지은이: 존 그린 ;옮긴이: 김지원,미래엔,2012,,9788937833762,3840,843.6,"2,708"
173,천 번을 흔들려야 어른이 된다 :세상에 첫발을 내디딘 어른아이에게 ,김난도 지음,문학동네,2012,,9788954618984,3810,199.5,"2,707"
174,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,10,9788958621829,7910,911.05,"2,698"
175,궁극의 아이 =장용민 장편소설 /(The) ultimate child ,지은이: 장용민,문학동네,2013,,9788954620680,3810,813.7,"2,687"
176,100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2009,,9788989863786,73830,833.6,"2,670"
177,전투육아 :웃겨 죽거나 죽도록 웃기거나 엄마들의 폭풍성장 코믹육아느와르 ,서현정 지음 ;이다 그림,한빛라이프,2014,,9791185933023,13590,598.1,"2,669"
178,"아침의 눈 공부법 - 각종 공무원 시험대비, 2nd Edition",김동률,법률저널,2013,,9788963361192,93300,,"2,667"
179,패럴렐 월드 러브 스토리 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9788990982537,3830,833.6,"2,658"
180,높고 푸른 사다리 :공지영 장편소설 ,지은이: 공지영,한겨레출판,2013,,9788984317475,3810,813.7,"2,645"
181,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,2,9788932916385,4860,863,"2,644"
182,사랑을 찾아 돌아오다 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;김남주 옮김,밝은세상,2008,,9788984370906,3860,863,"2,635"
183,(당신이 속고 있는 28가지) 재테크의 비밀 ,박창모 지음,시공사,2011,,9788952762726,13320,327.04,"2,630"
184,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,2013,,9788997175857,77840,843,"2,623"
185,어디선가 나를 찾는 전화벨이 울리고 :신경숙 장편소설 ,지은이: 신경숙,문학동네,2010,,9788954611275,3810,813.7,"2,618"
186,어떻게 원하는 것을 얻는가 :13년 연속 와튼스쿨 최고 인기 강의 ,스튜어트 다이아몬드 지음 ;김태훈 옮김,8,2011,,9788933870181,3320,325.04,"2,599"
187,"하루 10분, 내 아이를 생각하다 :소아청소년정신과 전문의 서천석의 '트윗 육아' ",서천석 지음,서울문화사,2011,,9788926399934,13590,598.1,"2,597"
188,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,8,9788958621058,7910,911.05,"2,579"
189,방황하는 칼날 :히가시노 게이고 장편소설 ,히가시노 게이고 지음 ;이선희 옮김,바움,2008,,9788958830559,3830,833.6,"2,577"
