순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
1,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756194,3830,833.6,"13,114"
2,미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ,"기시미 이치로,전경아 옮김",인플루엔셜,2014,,9788996991342,13180,189.2,"12,221"
3,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,,9788956604992,3810,813.7,"10,386"
4,오베라는 남자 :프레드릭 배크만 장편소설 ,지은이: 프레드릭 배크만 ;옮긴이: 최민우,다산북스,2015,,9791130605210,3850,859.7,"10,159"
5,채식주의자:한강 연작소설,한강,창비,2007,,9788936433598,3810,813.6,"9,543"
6,창문 넘어 도망친 100세 노인 :요나스 요나손 장편소설 ,지은이: 요나스 요나손 ;옮긴이: 임호경,열린책들,2013,,9788932916194,3850,859.7,"9,051"
7,미 비포 유 ,조조 모예스 지음 ;김선형 옮김,살림,2013,,9788952227829,3840,843.6,"8,174"
8,라플라스의 마녀 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2016,,9788972757573,3830,833.6,"7,537"
9,완벽하지 않은 것들에 대한 사랑 :온전한 나를 위한 혜민 스님의 따뜻한 응원 ,혜민 지음 ;이응견 그림,수오서재,2016,,9791195322183,3810,818,"7,515"
10,"멈추면, 비로소 보이는 것들 :혜민 스님과 함께하는 내 마음 다시보기 ",혜민 지음 ;우창헌 그림,쌤앤파커스,2012,,9788965700609,3810,818,"7,397"
11,나는 단순하게 살기로 했다 :물건을 버린 후 찾아온 12가지 놀라운 인생의 변화 ,사사키 후미오 지음 ;김윤경 옮김,비즈니스북스,2015,,9791186805114,3190,199.1,"7,033"
12,정글만리 :조정래 장편소설,저자: 조정래,해냄출판사,2013,1,9788965744023,4810,813.62,"7,030"
13,"스물아홉 생일, 1년 후 죽기로 결심했다 ",하야마 아마리 지음 ;장은주 옮김,위즈덤하우스,2012,,9788959136896,3830,838,"6,993"
14,지금 이 순간 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2015,,9788984372757,3860,863,"6,906"
15,28 :정유정 장편소설 ,지은이: 정유정,은행나무,2013,,9788956607030,3810,813.7,"6,778"
16,여덟 단어 :인생을 대하는 우리의 자세 ,박웅현 지음,북하우스 퍼블리셔스,2013,,9788956056531,3810,818,"6,635"
17,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,2014,,9788936434120,3810,813.7,"6,316"
18,가면산장 살인사건 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9788990982575,3830,833.6,"6,315"
19,딸에게 주는 레시피 :공지영 에세이 ,지은이: 공지영 ;그린이: 이장미,한겨레출판,2015,,9788984319097,3810,814.7,"5,883"
20,(기대를 현실로 바꾸는) 혼자 있는 시간의 힘 ,사이토 다카시 지음 ;장은주 옮김,위즈덤하우스,2015,,9788960868434,3320,325.211,"5,828"
20,(조선의 마지막 황녀) 덕혜옹주 :권비영 장편소설 ,지은이: 권비영,다산북스,2010,,9788963700342,3810,813.7,"5,828"
22,종의 기원 =정유정 장편소설 /The origin of species ,지은이: 정유정,은행나무,2016,,9788956609959,3810,813.7,"5,816"
23,언제 들어도 좋은 말 :이석원 이야기 산문집 ,지은이: 이석원,그책,2015,,9788994040738,3800,814.7,"5,793"
24,지적 대화를 위한 넓고 얕은 지식,채사장 지음 ,한빛비즈,2014,,9788994120966,13100,1.3,"5,719"
25,글자전쟁 :김진명 장편소설 ,지은이: 김진명,새움,2015,,9791186340691,3810,813.7,"5,696"
26,빅 픽처 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은 세상,2010,,9788984371026,3840,843.5,"5,657"
27,보통의 존재 :이석원 산문집 ,지은이: 이석원,달,2009,,9788993928037,3800,818,"5,524"
28,(설민석의) 무도 한국사 특강 ,설민석 지음,문학동네,2014,,9788954623773,3910,911,"5,344"
29,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9788984370791,3860,863,"5,321"
30,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,1,9788954608640,4830,833.6,"5,216"
31,책은 도끼다 :박웅현 인문학 강독회 ,지은이: 박웅현,북하우스 퍼블리셔스,2011,,9788956055466,3810,1.3,"5,171"
32,종이 여자 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9788984371071,3860,863,"5,160"
33,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,,9788954622035,3810,813.7,"5,084"
34,허즈번드 시크릿 ,리안 모리아티 지음 ;김소정 옮김,마시멜로,2015,,9788947540032,3840,843.6,"5,070"
35,"프랑스 아이처럼 :아이, 엄마, 가족이 모두 행복한 프랑스식 육아 ",파멜라 드러커맨 지음 ;이주혜 옮김,북하이브,2012,,9788928615360,3320,598.1,"5,065"
36,센트럴 파크 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2014,,9788984371446,3860,863,"5,057"
37,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ",지은이: 유발 하라리 ;옮긴이: 조현욱,김영사,2015,,9788934972464,3900,909,"5,054"
38,태도에 관하여 :임경선 에세이 ,지은이: 임경선,한겨레출판,2015,,9788984318885,3810,814.7,"5,024"
39,구해줘:기욤 뮈소 장편소설,기욤 뮈소 지음;윤미연 옮김,밝은세상,2006,,9788984370753,3860,863,"5,002"
40,정글만리 :조정래 장편소설,저자: 조정래,해냄출판사,2013,2,9788965744030,4810,813.62,"4,987"
41,내일 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2013,,9788984371286,3860,863,"4,977"
42,마션 :어느 괴짜 과학자의 화성판 어드벤처 생존기 ,지은이: 앤디 위어 ;옮긴이: 박아람,RHK(알에이치코리아),2015,,9788925556789,3840,843.6,"4,951"
43,싸드 =김진명 장편소설 /Thaad ,지은이: 김진명,새움,2014,,9788993964844,3810,813.7,"4,844"
44,못 참는 아이 욱하는 부모 :분노조절장애의 시대를 사는 대한민국 부모에게 주는 육아 멘토 오은영 박사의 감정 조절 육아법 ,오은영 지음,대성 Korea.com,2016,,9788997396658,13590,598.1,"4,814"
45,유시민의 글쓰기 특강 ,지은이: 유시민,아름다운사람들,2015,,9788965133520,4800,802,"4,794"
46,엄마의 말공부 :기적 같은 변화를 불러오는 작은 말의 힘 ,이임숙 지음,카시오페아,2015,,9791185952123,13590,378.9,"4,774"
47,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,2,9788994120997,13100,1.3,"4,732"
48,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,1,9788932916378,4860,863,"4,727"
49,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,1,9788960865563,17810,810,"4,708"
50,나는 생각이 너무 많아 :넘치는 생각 때문에 삶이 피곤한 사람들을 위한 심리 처방 ,크리스텔 프티콜랭 지음 ;이세진 옮김,부키,2014,,9788960513914,3180,181.3,"4,526"
51,(강신주의) 감정수업 :스피노자와 함께 배우는 인간의 48가지 얼굴 ,지은이: 강신주,민음사,2013,,9788937488351,3100,181.7,"4,471"
52,어떻게 살 것인가 ,지은이: 유시민,아름다운사람들,2013,,9788965132288,3810,340.4,"4,421"
53,미움받을 용기 :사랑과 진정한 자립에 대한 아들러의 가르침,"기시미 이치로,전경아 옮김",인플루엔셜,2016,2,9791186560129,3180,189.2,"4,419"
54,정글만리 :조정래 장편소설,저자: 조정래,해냄출판사,2013,3,9788965744047,4810,813.62,"4,399"
55,하버드 새벽 4시 반 =최고의 대학이 청춘에게 들려주는 성공 습관 /Harvard's 4:30 A.M. ,웨이슈잉 지음 ;이정은 옮김,라이스메이커,2014,,9791185392080,13190,199.1,"4,378"
56,할머니가 미안하다고 전해달랬어요 :프레드릭 배크만 장편소설 ,지은이: 프레드릭 배크만 ;옮긴이: 이은선,다산북스,2016,,9791130607887,3850,859.7,"4,372"
57,똑게육아 =내 아이에게 '꿀잠' 선물하기 프로젝트 /Smart & lazy motherhood consulting ,로리 지음,문학동네,2015,,9788954639002,13590,598.1,"4,363"
58,꾸뻬 씨의 행복 여행,프랑수아 를로르 지음;오유란 옮김,오래된미래,2004,,9788995501443,3860,863,"4,362"
59,매스커레이드 이브 :히가시노 게이고 연작소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2015,,9788972757467,3830,833.6,"4,315"
60,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,2,9788960865594,17810,810,"4,295"
61,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9788970123691,3830,833.6,"4,285"
62,부자언니 부자특강 :평범한 월급쟁이 부자되는 공식 ,유수진 지음,세종서적,2015,,9788984074835,13320,327.04,"4,255"
63,클로즈업 오사카 =교토·고베·나라 /Close up Osaka ,"유재우,손미경 지음",에디터,2010,,9788992037686,14980,981.32802,"4,229"
64,재테크의 여왕 :월급쟁이 부자 만드는 스마트한 재테크 톡 ,성선화 지음,청림출판,2015,,9788935210428,13320,327.04,"4,225"
65,심플하게 산다 ,도미니크 로로 지음 ;김성희 옮김,바다출판사,2012,,9788955616477,13320,864,"4,214"
66,여자 없는 남자들 :무라카미 하루키 소설 ,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2014,,9788954625586,3830,833.6,"4,167"
67,(법륜 스님의) 행복 :행복해지고 싶지만 길을 몰라 헤매는 당신에게 ,법륜 지음 ;최승미 그림,문학동네,2016,,9788954637169,3810,199.1,"4,158"
68,백설공주에게 죽음을 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,2011,,9788991239685,3850,853,"4,144"
69,엄마 수업 :법륜 스님이 들려주는 우리 아이 지혜롭게 키우는 법 ,법륜 지음 ;이순형 그림,한겨례출판,2011,,9788984315112,3810,598.1,"4,106"
70,버티는 삶에 관하여 :허지웅 에세이 ,허지웅 지음,문학동네,2014,,9788954625883,3810,818,"4,093"
71,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9788934939603,3330,193,"4,058"
72,라면을 끓이며 :김훈 산문 ,지은이: 김훈,문학동네,2015,,9788954637770,3810,814.7,"4,046"
73,공허한 십자가 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 이선희,자음과모음,2014,,9788957078150,3830,833.6,"4,040"
73,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,현대문학,2006,,9788972753698,3830,833.6,"4,040"
75,"시민의 교양 :지금, 여기, 보통 사람들을 위한 현실 인문학 ",채사장 지음,Whale books(웨일북),2015,,9791195677108,3100,1.3,"4,035"
76,미라클모닝 :당신의 하루를 바꾸는 기적 아침 6분이면 충분하다 ,할 엘로드 지음 ;김현수 옮김,한빛비즈,2016,,9791157841110,13320,199.1,"4,033"
77,"나의 한국현대사 :1959-2014, 55년의 기록 ",유시민 지음,돌베개,2014,,9788971996096,3900,911.07,"4,027"
78,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,,9788986836240,3840,843,"4,021"
79,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭 ,"지은이: 존 가트맨,조벽",한국경제신문 한경BP,2011,,9788947527897,13590,598.1,"3,956"
80,인생이 빛나는 정리의 마법 ,곤도 마리에 지음 ;홍성민 옮김,더난콘텐츠그룹,2012,,9788984056725,3320,595.4,"3,925"
81,7년 후 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 임호경,밝은세상,2012,,9788984371200,3860,863,"3,924"
82,(책 한 권이 머릿속에 통째로 복사되는) 7번 읽기 공부법 ,야마구치 마유 지음 ;류두진 옮김,위즈덤하우스,2015,,9788960868007,13320,373.4,"3,916"
83,너는 나에게 상처를 줄 수 없다 :쉽게 상처받는 사람들을 위한 관계 심리학 ,배르벨 바르데츠키 지음 ;두행숙 옮김,웅진씽크빅,2013,,9788901161198,3180,189.2,"3,913"
84,"총, 균, 쇠:무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",재레드 다이아몬드 지음;김진준 옮김,문학사상사,2006,,9788970127248,3900,389,"3,892"
85,수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,2015,,9788936446819,77810,813.7,"3,864"
86,0~5세 말걸기 육아의 힘 ,김수연 지음,위즈덤하우스,2015,,9791186117347,13590,598.1,"3,785"
87,"잠수네 초등 1, 2학년 공부법 :영어수학국어 ",이신애 지음,RHK(알에이치코리아),2015,,9788925555553,4370,375.3,"3,776"
88,구르미 그린 달빛 :윤이수 장편소설 ,글: 윤이수 ;그림: 김희경,열림원,2015,1,9788970638621,4810,813.7,"3,759"
89,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,3,9788960865723,17810,810,"3,757"
90,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,,9788994120997,13100,1.3,"3,741"
91,맘마미아 월급재테크 실천법 ,맘마미아 지음,진서원,2015,,9791186647011,13320,327.04,"3,739"
92,고래 :천명관 장편소설 ,천명관 지음,문학동네,2004(2009쇄,,9788982819278,3810,813.7,"3,653"
93,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9788986621136,77810,813.6,"3,652"
94,인페르노,댄 브라운 지음 ;안종설 옮김,문학수첩,2013,1,9788983924872,3840,843.6,"3,626"
95,매스커레이드 호텔 =히가시노 게이고 장편소설 /Masquerade hotel ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756125,3830,833.6,"3,616"
96,한국이 싫어서 :장강명 장편소설 ,장강명 지음,민음사,2015,,9788937473074,4810,813.7,"3,611"
97,나는 부동산과 맞벌이한다 :배우자 대신 꼬박꼬박 월급을 가져오는 시스템 만들기 ,너바나 지음,시공사,2015,,9788952773487,3320,327.87,"3,593"
98,엄마를 부탁해 :신경숙 장편소설 ,지은이: 신경숙,창비,2008,,9788936433673,3810,813.7,"3,587"
99,내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,2009,,9788956602998,3810,813.6,"3,584"
100,지적 대화를 위한 넓고 얕은 지식,채사장 지음 ,한빛비즈,2014,1,9788994120966,13100,1.3,"3,560"
101,아기가 잘 먹는 이유식은 따로 있다 - 파워블로거 마더스고양이의 이유식 체험 실전서,김정미,레시피팩토리,2010,,9788996347200,13590,,"3,532"
102,짠테크 전성시대 =절약으로 시작하는 3배속 부자법칙 /Salty-tech is coming ,이보슬 글·구성 ;짠돌이카페 엮음,길벗,2015,,9791186659649,13320,327.04,"3,518"
103,나는 까칠하게 살기로 했다 :상처받지 않고 사람을 움직이는 관계의 심리학 ,양창순 지음,센추리원,2012,,9788996746416,3320,189.2,"3,513"
104,악의 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2008,,9788972754190,3830,833.6,"3,491"
105,보보경심 :동화 장편소설,지은이: 동화 ;옮긴이: 전정은,파란미디어,2013,1,9788963710624,4820,823.7,"3,477"
106,웬만해선 아무렇지 않다 :웃음과 눈물의 절묘함 특별한 짧은 소설 ,지은이: 이기호 ;그린이: 박선경,마음산책,2016,,9788960902572,3810,813.7,"3,475"
107,애프터 유 :조조 모예스 장편소설 ,지은이: 조조 모예스 ;옮긴이: 이나경,북이십일,2016,,9788950964948,3840,843.6,"3,464"
108,오사카 소년 탐정단 ,히가시노 게이고 지음 ;김난주 옮김,재인,2015,,9788990982599,3830,833.6,"3,447"
109,천사의 부름 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2011,,9788984371125,3860,863,"3,431"
110,리딩으로 리드하라 =세상을 지배하는 0.1퍼센트의 인문고전 독서법 /Reading lead ,이지성 지음,문학동네,2010,,9788954613026,3320,29.4,"3,426"
111,어떤 하루 ,신준모 지음 ;김진희 그림,프롬북스,2014,,9788993734348,3810,818,"3,424"
112,다시 아이를 키운다면 :박혜란 할머니가 젊은 부모들에게 주는 맘 편한 육아 이야기 ,박혜란 지음,나무를 심는 사람들,2013,,9791195030507,3810,598.1,"3,383"
113,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,4,9788960865815,17810,810,"3,380"
114,구르미 그린 달빛 :윤이수 장편소설 ,글: 윤이수 ;그림: 김희경,열림원,2015,2,9788970638638,4810,813.7,"3,362"
115,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9788990611260,77830,833.6,"3,349"
116,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,,9788966350278,74830,833.6,"3,342"
117,내 옆에 있는 사람 :이병률 여행산문집 ,지은이: 이병률,달 출판사,2015,,9791158160081,3810,816.7,"3,324"
118,살면서 쉬웠던 날은 단 하루도 없었다 ,written and illustrated by Park Kwang Soo,위즈덤하우스,2015,,9788959139477,3810,818,"3,302"
119,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,1,9788993964264,3810,813.7,"3,277"
120,"엄마, 나는 자라고 있어요:0~20개월까지, 꼬마 아인슈타인을 위한 두뇌육아법","헤티 판 더 레이트,유영미 옮김",대한교과서,2007,,9788937831652,3370,598.122,"3,267"
121,그 후에 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9788984371019,3860,863,"3,253"
122,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9788982814471,3860,879,"3,230"
123,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,2013,,9788957365793,3320,322.01,"3,229"
124,하루 5분 엄마 목소리 :태교를 시작하는 엄마·사랑을 배우는 아이 ,정홍 글 ;김승연 그림,위즈덤하우스,2014,,9788991731882,13590,598.10212,"3,217"
125,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,2,9788958620365,7910,911.05,"3,199"
126,아들러 심리학을 읽는 밤 :『미움받을 용기』 기시미 이치로의 아들러 심리학 입문 ,기시미 이치로 지음 ;박재현 옮김,살림출판사,2015,,9788952230645,13180,189,"3,197"
127,감옥에 가기로 한 메르타 할머니 :카타리나 잉엘만순드베리 장편소설 ,지은이: 카타리나 잉엘만순드베리 ;옮긴이: 정장진,열린책들,2016,,9788932917429,3850,859.7,"3,183"
128,잠수네 프리스쿨 영어공부법 :엄마와 아이가 모두 행복한 5세·6세·7세 로드맵 ,이신애 지음,RHK(알에이치코리아),2014,,9788925552651,3740,740.7,"3,178"
128,한여름의 방정식 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,2014,,9788990982513,3830,833.6,"3,178"
130,셈을 할 줄 아는 까막눈이 여자 :요나스 요나손 장편소설 ,지은이: 요나스 요나손 ;옮긴이: 임호경,열린책들,2014,,9788932916637,3850,859.73,"3,162"
131,내가 혼자 여행하는 이유 :7년 동안 50개국을 홀로 여행하며 깨달은 것들 ,카트린 지타 지음 ;박성원 옮김,웅진씽크빅,2015,,9788901204772,3850,980.2,"3,152"
132,그래도 괜찮은 하루 ,구작가 글·그림,위즈덤하우스,2015,,9788959138876,3810,818,"3,140"
133,김미경의 인생미답 :살다 보면 누구나 마주하는 작고 소소한 질문들 ,김미경 지음,한경BP,2016,,9788947540926,3320,199.1,"3,137"
134,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,2,9788954608657,4830,833.6,"3,116"
135,구르미 그린 달빛 :윤이수 장편소설 ,글: 윤이수 ;그림: 김희경,열림원,2015,3,9788970638713,4810,813.7,"3,113"
136,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,5,9788960865884,17810,810,"3,096"
137,"엄마가 놓쳐서는 안될 결정적 시기 :3~7세, 내 아이의 인성과 공부력을 키우는 시간 ",이임숙 지음,더난콘텐츠그룹,2015,,9788984058248,13590,598.1,"3,092"
138,(지랄발랄 하은맘의) 불량육아 :0~10세 아이 엄마들의 필독서 ,김선미 지음,무한,2012,,9788956013046,13370,598.1,"3,070"
139,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,1,9788958620358,7910,911.05,"3,068"
140,1그램의 용기 :한비야 에세이 ,지은이: 한비야,푸른숲,2015,,9791156755371,3810,818,"3,065"
141,"부자가 되는 정리의 힘 :정리만 했을 뿐인데 돈, 시간, 의욕이 생긴다 ",윤선현 지음,위즈덤하우스,2015,,9788960868878,3320,325.211,"3,062"
142,두근두근 내 인생 :김애란 장편소설 ,지은이: 김애란,창비,2011,,9788936433871,3810,813.7,"3,061"
143,자기 앞의 생:에밀 아자르 장편소설,에밀 아자르 지음;용경식 옮김,문학동네,2003,,9788982816635,3860,863,"3,047"
144,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,2009,,9788992036962,3830,833.6,"3,046"
145,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,3,9788954611800,4830,833.6,"3,017"
146,아무것도 없는 방에 살고 싶다 ,미니멀 라이프 연구회 지음 ;김윤경 옮김,샘터,2016,,9788946420243,13190,595.4,"3,013"
147,가끔은 격하게 외로워야 한다 :내 삶의 주인이 되는 문화심리학 ,김정운 그리고 쓰다,북이십일,2015,,9788950962869,3320,189,"3,011"
148,어쩌다 어른 :나만의 잉여로움을 위한 1인용 에세이 ,이영희 지음,스윙밴드,2015,,9791195260959,3810,818,"3,003"
149,아빠는 회사에서 내 생각 해? ,김영진 글·그림,길벗어린이,2015,,9788955823240,77810,813.7,"3,001"
150,구르미 그린 달빛 :윤이수 장편소설 ,글: 윤이수 ;그림: 김희경,열림원,2015,4,9788970638720,4810,813.7,"2,981"
151,100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2009,,9788989863786,73830,833.6,"2,978"
151,몽환화 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 민경욱,비채,2014,,9791185014517,3830,833.6,"2,978"
153,직업으로서의 소설가 :무라카미 하루키 자전적 에세이 ,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,현대문학,2016,,9788972757719,3830,834,"2,967"
154,보보경심 :동화 장편소설,지은이: 동화 ;옮긴이: 전정은,파란미디어,2013,2,9788963710631,4820,823.7,"2,946"
155,설민석의 조선왕조실록 :대한민국이 선택한 역사 이야기 ,지은이: 설민석,세계사,2016,,9788933870693,3910,911.052,"2,928"
156,인페르노,댄 브라운 지음 ;안종설 옮김,문학수첩,2013,2,9788983924889,3840,843.6,"2,918"
157,(소아정신과 의사 서천석의) 아이와 함께 자라는 부모 ,서천석 지음,창비,2013,,9788936472269,13590,598.1,"2,915"
158,나를 찾아줘 :길리언 플린 장편소설 ,지은이: 길리언 플린 ;옮긴이: 강선재,푸른숲,2013,,9788971848722,3840,843.6,"2,910"
