순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
18,"스물아홉 생일, 1년 후 죽기로 결심했다 ",하야마 아마리 지음 ;장은주 옮김,위즈덤하우스,2012,,9788959136896,3830,838,"7,206"
19,편의점 인간 ,무라타 사야카 지음 ;김석희 옮김,살림,2016,,9788952235268,3830,833.6,"7,095"
20,기린의 날개 ,히가시노 게이고 지음 ;김난주 옮김,재인,2017,,9788990982674,3830,833.6,"7,071"
21,가면산장 살인사건 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9788990982575,3830,833.6,"6,996"
22,낭만적 연애와 그 후의 일상 :알랭 드 보통 장편소설 ,지은이: 알랭 드 보통 ;옮긴이: 김한영,은행나무,2016,,9788956608846,3840,843.5,"6,984"
23,브루클린의 소녀 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2016,,9788984373068,3860,863,"6,821"
24,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ",지은이: 유발 하라리 ;옮긴이: 조현욱,김영사,2015,,9788934972464,3900,909,"6,713"
25,완벽하지 않은 것들에 대한 사랑 :온전한 나를 위한 혜민 스님의 따뜻한 응원 ,혜민 지음 ;이응견 그림,수오서재,2016,,9791195322183,3810,818,"6,548"
26,28 :정유정 장편소설 ,지은이: 정유정,은행나무,2013,,9788956607030,3810,813.7,"6,518"
27,나는 나로 살기로 했다 :냉담한 현실에서 어른살이를 위한 to do list ,글·그림: 김수현,마음의숲,2016,,9791187119845,3810,818,"6,357"
28,보노보노처럼 살다니 다행이야 ,김신회 지음,다산북스,2017,,9791130611853,3810,818,"6,348"
29,미움받을 용기 :사랑과 진정한 자립에 대한 아들러의 가르침,"기시미 이치로,전경아 옮김",인플루엔셜,2016,2,9791186560129,3180,189.2,"6,264"
30,창문 넘어 도망친 100세 노인 :요나스 요나손 장편소설 ,지은이: 요나스 요나손 ;옮긴이: 임호경,열린책들,2013,,9788932916194,3850,859.7,"6,085"
31,죽여 마땅한 사람들 ,피터 스완슨 지음 ;노진선 옮김,푸른숲,2016,,9791156756552,3840,843.6,"6,058"
32,나는 단순하게 살기로 했다 :물건을 버린 후 찾아온 12가지 놀라운 인생의 변화 ,사사키 후미오 지음 ;김윤경 옮김,비즈니스북스,2015,,9791186805114,3190,199.1,"6,037"
33,숨결이 바람 될 때 :서른여섯 젊은 의사의 마지막 순간 ,폴 칼라니티 지음 ;이종인 옮김,흐름출판,2016,,9788965961956,3840,848,"5,994"
34,완벽한 공부법 :모든 공부의 최고 지침서 ,"고영성,신영준 지음",Rok Media(로크미디어),2017,,9791160486735,3810,373.4,"5,946"
35,여덟 단어 :인생을 대하는 우리의 자세 ,박웅현 지음,북하우스 퍼블리셔스,2013,,9788956056531,3810,818,"5,648"
36,약간의 거리를 둔다 :소노 아야코 에세이 ,지은이: 소노 아야코 ;옮긴이: 김욱,리수,2016,,9791186274156,3830,834,"5,641"
37,(설민석의) 무도 한국사 특강 ,설민석 지음,문학동네,2014,,9788954623773,3910,911,"5,622"
38,"그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘 ",앤절라 더크워스 지음 ;김미정 옮김,비즈니스북스,2016,,9791186805398,3190,325.211,"5,603"
39,빅 픽처 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은 세상,2010,,9788984371026,3840,843.5,"5,485"
40,오직 두 사람 :김영하 소설 ,지은이: 김영하,문학동네,2017,,9788954645614,3810,813.7,"5,460"
41,유시민의 글쓰기 특강 ,지은이: 유시민,아름다운사람들,2015,,9788965133520,4800,802,"5,423"
42,"멈추면, 비로소 보이는 것들 :혜민 스님과 함께하는 내 마음 다시보기 ",혜민 지음 ;우창헌 그림,쌤앤파커스,2012,,9788965700609,3810,818,"5,416"
43,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9788984370791,3860,863,"5,410"
44,미 비포 유 ,조조 모예스 지음 ;김선형 옮김,살림,2013,,9788952227829,3840,843.6,"5,287"
45,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,1,9788954608640,4830,833.6,"5,277"
46,지금 이 순간 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2015,,9788984372757,3860,863,"5,218"
47,영어책 한 권 외워봤니? :딱 한 권만 넘으면 영어 울렁증이 사라진다 ,김민식 지음,위즈덤하우스,2017,,9788960863132,3320,740,"5,143"
48,지적 대화를 위한 넓고 얕은 지식,채사장 지음 ,한빛비즈,2014,,9788994120966,13100,1.3,"5,092"
49,태도에 관하여 :임경선 에세이 ,지은이: 임경선,한겨레출판,2015,,9788984318885,3810,814.7,"5,077"
50,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9788970123691,3830,833.6,"4,863"
51,구해줘:기욤 뮈소 장편소설,기욤 뮈소 지음;윤미연 옮김,밝은세상,2006,,9788984370753,3860,863,"4,861"
52,"나의 한국현대사 :1959-2014, 55년의 기록 ",유시민 지음,돌베개,2014,,9788971996096,3900,911.07,"4,823"
53,천공의 벌 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2016,,9788990982667,3830,833.6,"4,817"
54,말의 품격 :말과 사람과 품격에 대한 생각들 ,이기주 지음,황소북스,2017,,9788997092772,3810,818,"4,723"
55,수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,2015,,9788936446819,77810,813.7,"4,719"
56,정글만리 :조정래 장편소설,저자: 조정래,해냄출판사,2013,1,9788965744023,4810,813.62,"4,600"
57,딸에게 주는 레시피 :공지영 에세이 ,지은이: 공지영 ;그린이: 이장미,한겨레출판,2015,,9788984319097,3810,814.7,"4,570"
58,나에게 고맙다 :책 읽어주는 남자의 토닥토닥 에세이 ,글: 전승환,백도씨,2016,,9788968330889,3810,818,"4,541"
59,"그럴 때 있으시죠? :김제동과 나, 우리들의 이야기 ",김제동 지음,나무의마음,2016,,9791195906802,3810,818,"4,510"
60,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,2,9788994120997,13100,1.3,"4,449"
61,표현의 기술 ,글: 유시민 ;만화: 정훈이,아름다운사람들,2016,,9788965133759,3800,802,"4,447"
62,풀꽃도 꽃이다 :조정래 장편소설,지은이: 조정래,해냄,2016,1,9788965745617,4810,813.62,"4,432"
63,나는 마트 대신 부동산에 간다 :3천만 원으로 6년 만에 아파트 15채 보유 ,김유라 지음,한경BP,2016,,9788947541473,3320,327.87,"4,429"
64,종이 여자 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9788984371071,3860,863,"4,419"
65,혼자 잘해주고 상처받지 마라 :서운하고 속상한 마음을 들키지 않으려고 애쓰는 당신을 위한 감정의 심리학 ,유은정 지음,북이십일,2016,,9788950967291,3320,182.233,"4,387"
66,맘마미아 월급재테크 실천법 ,맘마미아 지음,진서원,2015,,9791186647011,13320,327.04,"4,380"
67,(영어 앞에서 당당한 아이를 만드는 새벽달의) 엄마표 영어 17년 보고서 ,새벽달 지음,청림출판,2016,,9788997195916,13590,740.7,"4,256"
68,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,현대문학,2006,,9788972753698,3830,833.6,"4,255"
68,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,,9788986836240,3840,843,"4,255"
70,부자언니 부자특강 :평범한 월급쟁이 부자되는 공식 ,유수진 지음,세종서적,2015,,9788984074835,13320,327.04,"4,219"
71,똑게육아 =내 아이에게 '꿀잠' 선물하기 프로젝트 /Smart & lazy motherhood consulting ,로리 지음,문학동네,2015,,9788954639002,13590,598.1,"4,185"
72,보통의 존재 :이석원 산문집 ,지은이: 이석원,달,2009,,9788993928037,3800,818,"4,157"
73,"프랑스 아이처럼 :아이, 엄마, 가족이 모두 행복한 프랑스식 육아 ",파멜라 드러커맨 지음 ;이주혜 옮김,북하이브,2012,,9788928615360,3320,598.1,"4,117"
74,책은 도끼다 :박웅현 인문학 강독회 ,지은이: 박웅현,북하우스 퍼블리셔스,2011,,9788956055466,3810,1.3,"4,075"
75,감기 걸린 물고기,박정섭 (지은이),사계절,2016,,9788958284482,,,"4,071"
76,바깥은 여름 :김애란 소설 ,지은이: 김애란,문학동네,2017,,9788954646079,3810,813.7,"4,017"
77,할머니가 미안하다고 전해달랬어요 :프레드릭 배크만 장편소설 ,지은이: 프레드릭 배크만 ;옮긴이: 이은선,다산북스,2016,,9791130607887,3850,859.7,"4,012"
78,한국이 싫어서 :장강명 장편소설 ,장강명 지음,민음사,2015,,9788937473074,4810,813.7,"4,010"
79,잠 :베르나르 베르베르 장편소설,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,2017,1,9788932918372,4860,863,"3,980"
79,악의 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2008,,9788972754190,3830,833.6,"3,980"
81,"총, 균, 쇠:무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",재레드 다이아몬드 지음;김진준 옮김,문학사상사,2006,,9788970127248,3900,389,"3,968"
82,자유로울 것 :임경선 에세이 ,지은이: 임경선,위즈덤하우스,2017,,9788959134717,3810,814.7,"3,950"
83,무코다 이발소 :오쿠다 히데오 소설 ,지은이: 오쿠다 히데오 ;옮긴이: 김난주,더난콘텐츠그룹,2017,,9791158790554,3830,833.6,"3,948"
84,(맘마미아) 푼돈목돈 재테크 실천법 :누구나 푼돈으로 월 100만원 모으는 비법! ,맘마미아 지음,진서원,2016,,9791186647073,13320,327.04,"3,924"
85,열한 계단 :나를 흔들어 키운 불편한 지식들 ,채사장 지음,Whale Books(웨일북),2016,,9791195677153,3100,1.3,"3,920"
86,내일 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2013,,9788984371286,3860,863,"3,919"
87,클라우스 슈밥의 제4차 산업혁명 ,클라우스 슈밥 지음 ;송경진 옮김,메가스터디,2016,,9788962805901,3320,331.5412,"3,901"
88,엄마의 말공부 :기적 같은 변화를 불러오는 작은 말의 힘 ,이임숙 지음,카시오페아,2015,,9791185952123,13590,378.9,"3,878"
89,개인주의자 선언 :판사 문유석의 일상유감 ,지은이: 문유석,문학동네,2015,,9788954637756,3300,304,"3,869"
90,버티는 삶에 관하여 :허지웅 에세이 ,허지웅 지음,문학동네,2014,,9788954625883,3810,818,"3,862"
91,"대통령의 글쓰기 :김대중, 노무현 대통령에게 배우는 사람을 움직이는 글쓰기 비법 ",강원국 지음,메디치,2014,,9788994612959,13800,802,"3,845"
92,미라클모닝 :당신의 하루를 바꾸는 기적 아침 6분이면 충분하다 ,할 엘로드 지음 ;김현수 옮김,한빛비즈,2016,,9791157841110,13320,199.1,"3,844"
93,국가란 무엇인가 ,지은이: 유시민,돌베개,2011,,9788971994276,3340,341,"3,785"
94,국가란 무엇인가 ,유시민 지음,돌베개,2017,,9788971998014,3340,341,"3,775"
95,나쁜 페미니스트 :불편하고 두려워서 페미니스트라고 말하지 못하는 당신에게 ,록산 게이 지음 ;노지양 옮김,사이행성,2016,,9791195716937,3300,337.2,"3,749"
96,할머니는 죽지 않는다 :공지영 소설 ,지은이: 공지영,해냄,2017,,9788965746126,3810,813.7,"3,747"
96,백설공주에게 죽음을 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,2011,,9788991239685,3850,853,"3,747"
98,센트럴 파크 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2014,,9788984371446,3860,863,"3,736"
99,나의 친애하는 적 :허지웅 에세이 ,지은이: 허지웅,문학동네,2016,,9788954643436,3810,818,"3,731"
100,상냥한 폭력의 시대 :정이현 소설집 ,지은이: 정이현,문학과지성사,2016,,9788932029092,3810,813.7,"3,722"
101,여자 없는 남자들 :무라카미 하루키 소설 ,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2014,,9788954625586,3830,833.6,"3,707"
101,"다시, 책은 도끼다 :박웅현 인문학 강독회 ",지은이: 박웅현,북하우스 퍼블리셔스,2016,,9788956056609,3810,1.3,"3,707"
101,해리포터 :스페셜 리허설 에디션 대본,"지은이: J.K. 롤링,옮긴이: 박아람",문학수첩,2016,1,9788983926289,4840,842,"3,707"
104,청춘의 독서 :세상을 바꾼 위험하고 위대한 생각들 ,유시민 지음,웅진씽크빅,2009,,9788901101569,3810,29.1,"3,704"
105,클로즈업 오사카 =교토·고베·나라 /Close up Osaka ,"유재우,손미경 지음",에디터,2010,,9788992037686,14980,981.32802,"3,700"
106,"시민의 교양 :지금, 여기, 보통 사람들을 위한 현실 인문학 ",채사장 지음,Whale books(웨일북),2015,,9791195677108,3100,1.3,"3,694"
107,비행운 :김애란 소설집 ,지은이: 김애란,문학과지성사,2012,,9788932023151,3810,813.7,"3,687"
108,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,1,9788932916378,4860,863,"3,642"
109,기사단장 죽이기 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 홍은주,문학동네,2017,1,9788954646123,4830,833.6,"3,633"
110,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,1,9788960865563,17810,810,"3,617"
111,(기대를 현실로 바꾸는) 혼자 있는 시간의 힘 ,사이토 다카시 지음 ;장은주 옮김,위즈덤하우스,2015,,9788960868434,3320,325.211,"3,573"
112,지적 대화를 위한 넓고 얕은 지식,채사장 지음 ,한빛비즈,2014,1,9788994120966,13100,1.3,"3,571"
113,아몬드 (양장 특별 한정판),손원평 (지은이),창비,2017,,9788936434267,,,"3,568"
114,풀꽃도 꽃이다 :조정래 장편소설,지은이: 조정래,해냄,2016,2,9788965745624,4810,813.62,"3,542"
114,오늘부터 미니멀라이프 :무인양품으로 심플하게 살기 ,지은이: 미쉘 ;번역: 김수정,즐거운상상,2016,,9791155360460,13590,595.4,"3,542"
116,예감은 틀리지 않는다 :줄리언 반스 장편소설 ,지은이: 줄리언 반스 ;옮긴이: 최세희,다산북스,2012,,9788963708386,3840,843.5,"3,539"
117,나는 까칠하게 살기로 했다 :상처받지 않고 사람을 움직이는 관계의 심리학 ,양창순 지음,센추리원,2012,,9788996746416,3320,189.2,"3,537"
118,애프터 유 :조조 모예스 장편소설 ,지은이: 조조 모예스 ;옮긴이: 이나경,북이십일,2016,,9788950964948,3840,843.6,"3,516"
119,똑게육아 올인원 =똑똑하고 게으르게 /Smart&lazy motherhood consulting ,로리 지음,무한,2016,,9788956013404,3590,598.1,"3,463"
120,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,2009,,9788992036962,3830,833.6,"3,461"
121,"즐겁게 살자, 고민하지 말고 ",에쿠니 가오리 지음 ;김난주 옮김,태일소담,2016,,9788973815548,3830,833.6,"3,459"
122,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,,9788966350278,74830,833.6,"3,456"
123,"소유진의 엄마도 아이도 즐거운 이유식 =So Yujin's homemade baby food: for-happy, healthy babies ",지은이: 소유진,길벗,2016,,9791186978665,13590,594.62,"3,449"
124,공허한 십자가 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 이선희,자음과모음,2014,,9788957078150,3830,833.6,"3,442"
125,명견만리 :향후 인류에게 가장 중요한 것들을 말하다,KBS <명견만리> 제작팀 지음,인플루엔셜,2016,,9791186560167,3320,331.544,"3,438"
126,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 :감성치유 라이팅북 ,지은이: 김용택,위즈덤하우스,2015,,9788959139309,3810,808.1,"3,420"
127,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,,9788994120997,13100,1.3,"3,415"
128,나는 가해자의 엄마입니다 ,지은이: 수 클리볼드 ;옮긴이: 홍한별,반비,2016,,9788983717863,3330,844,"3,404"
129,부자를 만드는 부부의 법칙 =결혼 10년 10억 모은 대한민국 보통 부부들의 재테크 전략! /The rules of rich couple ,슈퍼짠 부부 8쌍 지음 ;이보슬 엮음,길벗,2017,,9791160501056,13320,327.04,"3,399"
130,위험한 비너스 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2017,,9788972758242,3830,833.6,"3,389"
131,해리포터 :스페셜 리허설 에디션 대본,"지은이: J.K. 롤링,옮긴이: 박아람",문학수첩,2016,2,9788983926296,4840,842,"3,384"
132,센서티브 :남들보다 민감한 사람을 위한 섬세한 심리학 ,일자 샌드 지음 ;김유미 옮김,다산북스,2017,,9791130611099,3180,182.12,"3,376"
133,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭 ,"지은이: 존 가트맨,조벽",한국경제신문 한경BP,2011,,9788947527897,13590,598.1,"3,373"
134,매스커레이드 호텔 =히가시노 게이고 장편소설 /Masquerade hotel ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756125,3830,833.6,"3,364"
135,"9등급 꼴찌, 1년 만에 통역사 된 비법 ",장동완 지음,웅진씽크빅,2017,,9788901215709,3320,740,"3,345"
136,웬만해선 아무렇지 않다 :웃음과 눈물의 절묘함 특별한 짧은 소설 ,지은이: 이기호 ;그린이: 박선경,마음산책,2016,,9788960902572,3810,813.7,"3,337"
137,온전히 나답게 :인생은 느슨하게 매일은 성실하게 ,한수희 지음,indigo(인디고),2016,,9791159350023,3810,818,"3,335"
138,"잠수네 초등 1, 2학년 공부법 :영어수학국어 ",이신애 지음,RHK(알에이치코리아),2015,,9788925555553,4370,375.3,"3,320"
139,잠수네 프리스쿨 영어공부법 :엄마와 아이가 모두 행복한 5세·6세·7세 로드맵 ,이신애 지음,RHK(알에이치코리아),2014,,9788925552651,3740,740.7,"3,319"
139,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9788986621136,77810,813.6,"3,319"
141,언제 들어도 좋은 말 :이석원 이야기 산문집 ,지은이: 이석원,그책,2015,,9788994040738,3800,814.7,"3,309"
141,브릿마리 여기 있다 :프레드릭 배크만 장편소설 ,지은이: 프레드릭 배크만 ;옮긴이: 이은선,다산북스,2016,,9791130610375,3850,859.7,"3,309"
143,7년 후 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 임호경,밝은세상,2012,,9788984371200,3860,863,"3,308"
144,장수탕 선녀님 ,지은이: 백희나,책읽는곰,2012,,9788993242706,77810,813.7,"3,307"
145,고래 :천명관 장편소설 ,천명관 지음,문학동네,2004(2009쇄,,9788982819278,3810,813.7,"3,305"
146,"(괜찮은 척, 아무렇지 않은 척했던 순간에도) 어쩌면 내가 가장 듣고 싶었던 말 ",정희재 지음,웅진씽크빅,2017,,9788901214801,3810,818,"3,303"
147,허즈번드 시크릿 ,리안 모리아티 지음 ;김소정 옮김,마시멜로,2015,,9788947540032,3840,843.6,"3,300"
148,엄마의 돈 공부 - 나를 잃고 싶지 않아 처음 시작한,이지영 (지은이),다산3.0,2016,,9791130608105,,,"3,294"
149,우리에겐 언어가 필요하다 :입이 트이는 페미니즘 ,이민경 지음,봄알람,2016,,9791195857906,3300,337.2,"3,291"
150,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,2,9788960865594,17810,810,"3,275"
151,"만약은 없다 :응급의학과 의사가 쓴 죽음과 삶, 그 경계의 기록 ",남궁인 지음,문학동네,2016,,9788954641500,3810,818,"3,272"
152,할머니의 여름휴가,안녕달,창비,2016,,9788936454951,,,"3,261"
153,심플하게 산다 ,도미니크 로로 지음 ;김성희 옮김,바다출판사,2012,,9788955616477,13320,864,"3,254"
154,잠 :베르나르 베르베르 장편소설,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,2017,2,9788932918389,4860,863,"3,246"
155,100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2009,,9788989863786,73830,833.6,"3,222"
156,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9788934939603,3330,193,"3,221"
157,플루언트 =영어 유창성의 비밀 /Fluent ,조승연 지음,미래엔,2016,,9788937846243,3300,740.7,"3,206"
158,엄마 수업 :법륜 스님이 들려주는 우리 아이 지혜롭게 키우는 법 ,법륜 지음 ;이순형 그림,한겨례출판,2011,,9788984315112,3810,598.1,"3,196"
159,처음 시작하는 미니멀 라이프 :매일 더 행복해지는 감성 미니멀 홈스타일링 ,지은이: 선혜림,Angle Books(앵글북스),2016,,9791187512066,13590,595.4,"3,185"
160,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9788990611260,77830,833.6,"3,166"
161,(편식 걱정 없이 혼자서도 잘 먹는) 유아 식판식 ,김주연 지음,지식너머,2015,,9788952772978,13590,594.62,"3,156"
162,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,2,9788954608657,4830,833.6,"3,150"
163,너를 놓아줄게 ,클레어 맥킨토시 지음 ;서정아 옮김,나무의철학,2016,,9791158510343,3840,843.6,"3,149"
164,정글만리 :조정래 장편소설,저자: 조정래,해냄출판사,2013,2,9788965744030,4810,813.62,"3,143"
165,0~5세 말걸기 육아의 힘 ,김수연 지음,위즈덤하우스,2015,,9791186117347,13590,598.1,"3,125"
166,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,1,9788993964264,3810,813.7,"3,112"
167,글자전쟁 :김진명 장편소설 ,지은이: 김진명,새움,2015,,9791186340691,3810,813.7,"3,073"
168,(법륜 스님의) 행복 :행복해지고 싶지만 길을 몰라 헤매는 당신에게 ,법륜 지음 ;최승미 그림,문학동네,2016,,9788954637169,3810,199.1,"3,064"
169,매스커레이드 이브 :히가시노 게이고 연작소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2015,,9788972757467,3830,833.6,"3,049"
170,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9788982814471,3860,879,"3,035"
171,너는 나에게 상처를 줄 수 없다 :쉽게 상처받는 사람들을 위한 관계 심리학 ,배르벨 바르데츠키 지음 ;두행숙 옮김,웅진씽크빅,2013,,9788901161198,3180,189.2,"3,023"
172,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,6,9791187192244,3810,813.7,"3,019"
173,김미경의 인생미답 :살다 보면 누구나 마주하는 작고 소소한 질문들 ,김미경 지음,한경BP,2016,,9788947540926,3320,199.1,"3,018"
174,꾸뻬 씨의 행복 여행,프랑수아 를로르 지음;오유란 옮김,오래된미래,2004,,9788995501443,3860,863,"3,016"
175,기사단장 죽이기 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 홍은주,문학동네,2017,2,9788954646130,4830,833.6,"3,014"
176,싸드 =김진명 장편소설 /Thaad ,지은이: 김진명,새움,2014,,9788993964844,3810,813.7,"3,000"
177,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,2013,,9788957365793,3320,322.01,"2,976"
178,아들 때문에 미쳐버릴 것 같은 엄마들에게 :큰 소리 내지 않고 아이를 키우는 법 ,최민준 지음,살림출판사,2016,,9788952234650,14590,598.132,"2,972"
178,흰 :한강 소설 ,지은이: 한강,문학동네,2016,,9788954640718,3810,813.7,"2,972"
180,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,3,9788954611800,4830,833.6,"2,970"
181,(강신주의) 감정수업 :스피노자와 함께 배우는 인간의 48가지 얼굴 ,지은이: 강신주,민음사,2013,,9788937488351,3100,181.7,"2,969"
182,재테크의 여왕 :월급쟁이 부자 만드는 스마트한 재테크 톡 ,성선화 지음,청림출판,2015,,9788935210428,13320,327.04,"2,966"
183,모든 요일의 여행 :낯선 공간을 탐닉하는 카피라이터의 기록 ,김민철 지음,북라이프,2016,,9791185459523,3810,816.7,"2,951"
184,공중그네:오쿠다 히데오 장편소설,오쿠다 히데오 지음;이영미 옮김,은행나무,2005,,9788956601021,3830,833.6,"2,945"
185,아무것도 없는 방에 살고 싶다 ,미니멀 라이프 연구회 지음 ;김윤경 옮김,샘터,2016,,9788946420243,13190,595.4,"2,935"
185,도깨비를 빨아 버린 우리 엄마,사토 와키코,한림출판사,1991,,9788970940199,77890,,"2,935"
187,엄마를 부탁해 :신경숙 장편소설 ,지은이: 신경숙,창비,2008,,9788936433673,3810,813.7,"2,906"
188,지하 100층짜리 집 ,글·그림: 이와이 도시오 ;옮긴이: 김숙,북뱅크,2011,,9788989863915,73830,833.6,"2,905"
189,공터에서 :김훈 장편소설 ,지은이: 김훈,해냄,2017,,9788965745877,3810,813.7,"2,890"
190,고슴도치의 소원 ,지은이: 톤 텔레헨 ;그린이: 김소라,arte(아르테),2017,,9788950968984,3890,859.3,"2,877"
191,두근두근 내 인생 :김애란 장편소설 ,지은이: 김애란,창비,2011,,9788936433871,3810,813.7,"2,854"
