순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
44,내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,2009,,9788956602998,3810,813.6,"5,344"
45,천 번을 흔들려야 어른이 된다 :세상에 첫발을 내디딘 어른아이에게 ,김난도 지음,문학동네,2012,,9788954618984,3810,199.5,"5,325"
46,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,,9788954622035,3810,813.7,"5,318"
47,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9788934939603,3330,193,"5,242"
48,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,6,9788960866003,17810,810,"5,206"
49,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,7,9788960866072,17810,810,"5,096"
50,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭 ,"지은이: 존 가트맨,조벽",한국경제신문 한경BP,2011,,9788947527897,13590,598.1,"5,006"
51,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,8,9788960866157,17810,810,"4,988"
52,(하루 3시간) 엄마 냄새 ,이현수 지음,김영사,2013,,9788934961109,13810,598.1,"4,867"
53,"스물아홉 생일, 1년 후 죽기로 결심했다 ",하야마 아마리 지음 ;장은주 옮김,위즈덤하우스,2012,,9788959136896,3830,838,"4,861"
54,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,9,9788960866201,17810,810,"4,848"
55,높고 푸른 사다리 :공지영 장편소설 ,지은이: 공지영,한겨레출판,2013,,9788984317475,3810,813.7,"4,839"
56,더 잡 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2013,,9788984371262,,843.5,"4,815"
57,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,1,9788932908557,4860,863,"4,806"
58,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,1,9788993964264,3810,813.7,"4,784"
59,천사의 부름 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2011,,9788984371125,3860,863,"4,733"
60,어떤 하루 ,신준모 지음 ;김진희 그림,프롬북스,2014,,9788993734348,3810,818,"4,729"
61,바람이 분다 당신이 좋다 :이병률 여행산문집 ,지은이: 이병률,달출판사,2012,,9788993928488,3810,818,"4,716"
62,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,2,9788958620365,7910,911.05,"4,665"
63,"내가 사랑한 유럽 Top10 :꿈만 꾸어도 좋다, 당장 떠나도 좋다 ",글: 정여울 ;기획·사진제공: 대한항공,홍익출판사,2014,,9788970653976,13980,982.02,"4,592"
64,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,2,9788932916385,4860,863,"4,541"
65,달에게 들려주고 싶은 이야기 :신경숙 짧은 소설 ,지은이: 신경숙,문학동네,2013,,9788954620666,3810,813.7,"4,395"
66,(조선의 마지막 황녀) 덕혜옹주 :권비영 장편소설 ,지은이: 권비영,다산북스,2010,,9788963700342,3810,813.7,"4,394"
67,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9788970123691,3830,833.6,"4,385"
68,"총, 균, 쇠:무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",재레드 다이아몬드 지음;김진준 옮김,문학사상사,2006,,9788970127248,3900,389,"4,348"
69,철학이 필요한 시간 :강신주의 인문학 카운슬링 ,강신주 지음,사계절출판사,2011,,9788958285342,3100,104,"4,327"
70,다시 아이를 키운다면 :박혜란 할머니가 젊은 부모들에게 주는 맘 편한 육아 이야기 ,박혜란 지음,나무를 심는 사람들,2013,,9791195030507,3810,598.1,"4,277"
71,"나는 다만, 조금 느릴 뿐이다 :어쩌면 누구나 느끼고 경험하고 사랑했을 이야기 ",강세형 지음,쌤앤파커스,2013,,9788965701255,3810,814.7,"4,276"
72,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,1,9788958620358,7910,911.05,"4,258"
73,독서 천재가 된 홍대리 :운명을 바꾸는 책 읽기 프로젝트 ,"이지성,정회일 지음",다산북스,2012,,9788963706320,3320,29,"4,244"
74,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9788984370791,3860,863,"4,222"
75,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,2,9788993964271,3810,813.7,"4,213"
76,템테이션 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2012,,9788984371170,3840,843.5,"4,211"
77,너는 나에게 상처를 줄 수 없다 :쉽게 상처받는 사람들을 위한 관계 심리학 ,배르벨 바르데츠키 지음 ;두행숙 옮김,웅진씽크빅,2013,,9788901161198,3180,189.2,"4,208"
78,(수납의 여왕★털팽이식) 3배속 살림법 ,조윤경 지음,한국물가정보,2013,,9788962606096,13590,591,"4,057"
79,어디선가 나를 찾는 전화벨이 울리고 :신경숙 장편소설 ,지은이: 신경숙,문학동네,2010,,9788954611275,3810,813.7,"4,055"
80,인페르노,댄 브라운 지음 ;안종설 옮김,문학수첩,2013,1,9788983924872,3840,843.6,"4,032"
81,예감은 틀리지 않는다 :줄리언 반스 장편소설 ,지은이: 줄리언 반스 ;옮긴이: 최세희,다산북스,2012,,9788963708386,3840,843.5,"4,006"
82,그 후에 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9788984371019,3860,863,"3,973"
83,습관의 힘 :반복되는 행동이 만드는 극적인 변화 ,찰스 두히그 지음 ;강주헌 옮김,웅진씽크빅,2012,,9788901150598,3320,181.845,"3,958"
84,파이브 데이즈 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2013,,9788984371279,3840,843.5,"3,920"
85,"그래도, 사랑 :언젠가 너로 인해 울게 될 것을 알지만 ",정현주 지음,중앙북스,2013,,9788927804789,3810,818,"3,894"
86,한여름의 방정식 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,2014,,9788990982513,3830,833.6,"3,878"
87,(김미경의) 드림 온 =네 꿈★을 켜라! /Dream on ,지은이: 김미경,쌤앤파커스,2013,,9788965701200,3320,325.211,"3,845"
88,강신주의 다상담,강신주 지음,동녘,2013,1,9788972976929,4100,186.3,"3,817"
89,리딩으로 리드하라 =세상을 지배하는 0.1퍼센트의 인문고전 독서법 /Reading lead ,이지성 지음,문학동네,2010,,9788954613026,3320,29.4,"3,805"
90,아기가 잘 먹는 이유식은 따로 있다 - 파워블로거 마더스고양이의 이유식 체험 실전서,김정미,레시피팩토리,2010,,9788996347200,13590,,"3,715"
91,질풍론도 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;권남희 옮김,쌤앤파커스,2014,,9788965701866,3830,833.6,"3,704"
92,뻐꾸기 알은 누구의 것인가 ,히가시노 게이고 지음 ;김난주 옮김,재인,2013,,9788990982506,3830,833.6,"3,698"
93,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,2,9788954608657,4830,833.6,"3,689"
93,매스커레이드 호텔 =히가시노 게이고 장편소설 /Masquerade hotel ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756125,3830,833.6,"3,689"
95,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,5,9788993964585,3810,813.7,"3,686"
96,솔로몬의 위증 :미야베 미유키 장편소설 ,지은이: 미야베 미유키 ;옮긴이: 이영미,문학동네,2013,1,9788954621472,4830,833.6,"3,675"
97,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,3,9788993964288,3810,813.7,"3,670"
98,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,3,9788954611800,4830,833.6,"3,668"
99,모멘트 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2011,,9788984371118,3840,843.5,"3,640"
100,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,3,9788958620372,7910,911.05,"3,631"
101,스님의 주례사 :행복한 결혼생활을 위한 남녀 마음 이야기 ,법륜 지음 ;김점선 그림,한겨레출판,2010,,9788984314207,3810,591.8,"3,615"
102,(적게 벌어도 잘사는) 여자의 습관 :현실적인 여자가 더 잘사는 이유! 돈이 모이는 생활 속 재테크의 비밀 ,정은길 지음,다산북스,2013,,9788963709871,13320,327.04,"3,590"
103,(지랄발랄 하은맘의) 닥치고 군대 육아 ,김선미 지음,RHK(알에이치코리아),2014,,9788925552910,13370,598.1,"3,579"
104,고래 :천명관 장편소설 ,천명관 지음,문학동네,2004(2009쇄,,9788982819278,3810,813.7,"3,559"
105,나는 죽을 때까지 재미있게 살고싶다 :멋지게 나이 들고 싶은 사람들을 위한 인생의 기술 53 ,이근후 지음 ;김선경 엮음,웅진씽크빅,2013,,9788901154091,3810,199.7,"3,548"
106,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,현대문학,2006,,9788972753698,3830,833.6,"3,547"
107,마법의 순간 ,파울로 코엘료 지음 ;김미나 [옮김],자음과모음,2013,,9788954429900,3800,199.1,"3,542"
108,만희네 집,글·그림: 권윤덕,길벗어린이,2006,,9788986621105,77810,813.6,"3,539"
109,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,,9788986836240,3840,843,"3,446"
110,노란집 ,지은이: 박완서 ;그린이: 이철원,열림원,2013,,9788970637778,3810,814.6,"3,440"
110,인페르노,댄 브라운 지음 ;안종설 옮김,문학수첩,2013,2,9788983924889,3840,843.6,"3,440"
112,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9788986621136,77810,813.6,"3,435"
113,어떻게 원하는 것을 얻는가 :13년 연속 와튼스쿨 최고 인기 강의 ,스튜어트 다이아몬드 지음 ;김태훈 옮김,8,2011,,9788933870181,3320,325.04,"3,430"
114,고령화 가족 :천명관 장편소설 ,지은이: 천명관,문학동네,2010,,9788954610551,3810,813.7,"3,423"
115,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,2013,,9788997175857,77840,843,"3,413"
116,"내 사람이다 :만나고 헤어지는 일, 그 안에 사람이 있다 ",곽정은 지음,달,2012,,9788993928396,3810,818,"3,400"
117,(주식9단) 서울맛집유랑 :한끼 밥과 한잔 술이 주는 소소한 행복 ,이영승 글·사진,사피엔스21,2012,,9788965881469,13980,594.019,"3,396"
118,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,2013,,9788957365793,3320,322.01,"3,390"
118,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,4,9788958620389,7910,911.05,"3,390"
120,사랑하기 때문에 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;전미연 옮김,밝은세상,2007,,9788984370869,3860,863,"3,386"
121,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9788990611260,77830,833.6,"3,371"
122,궁극의 아이 =장용민 장편소설 /(The) ultimate child ,지은이: 장용민,문학동네,2013,,9788954620680,3810,813.7,"3,358"
123,방황하는 칼날 :히가시노 게이고 장편소설 ,히가시노 게이고 지음 ;이선희 옮김,바움,2008,,9788958830559,3830,833.6,"3,329"
124,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,5,9788958620396,7910,911.05,"3,316"
125,몽환화 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 민경욱,비채,2014,,9791185014517,3830,833.6,"3,307"
126,까사마미식 수납법 :no.001~no.157 ,지은이: 심현주,동아일보사,2011,,9788970908441,13590,595.4,"3,290"
127,비정근 ,히가시노 게이고 지음 ;김소영 옮김,살림출판사,2013,,9788952224330,,833.6,"3,289"
128,파리 5구의 여인 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2012,,9788984371132,3840,843.5,"3,281"
129,죽은 왕녀를 위한 파반느 =박민규 장편소설 /Pavane pour une infante d?funte ,지은이: 박민규,위즈덤하우스,2009,,9788959133918,3810,813.6,"3,264"
130,퍼펙트 베이비 :완벽한 아이를 위한 결정적 조건 ,EBS <퍼펙트 베이비> 제작팀 지음,미래엔,2013,,9788937834257,13370,598.10212,"3,262"
131,강신주의 다상담,강신주 지음,동녘,2013,2,9788972976936,4100,186.3,"3,238"
132,원씽 :복잡한 세상을 이기는 단순함의 힘 ,"게리 켈러,구세희 옮김",비즈니스북스,2013,,9788997575169,13190,325.04,"3,223"
133,소문의 여자 :오쿠다 히데오 장편소설 ,지은이: 오쿠다 히데오 ;옮긴이: 양윤옥,웅진씽크빅,2013,,9788901157382,3830,833.6,"3,216"
134,보통의 존재 :이석원 산문집 ,지은이: 이석원,달,2009,,9788993928037,3800,818,"3,191"
135,어떻게 살 것인가 ,지은이: 유시민,아름다운사람들,2013,,9788965132288,3810,340.4,"3,180"
136,손톱 깨물기 ,글: 고대영 ;그림: 김영진,길벗어린이,2008,,9788955820805,77810,813.6,"3,177"
137,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9788982814471,3860,879,"3,165"
138,사랑을 찾아 돌아오다 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;김남주 옮김,밝은세상,2008,,9788984370906,3860,863,"3,158"
139,칭찬 먹으러 가요 ,글: 고대영 ;그림: 김영진,길벗어린이,2012,,9788955821970,77810,813.7,"3,149"
140,역사ⓔ :세상을 깨우는 시대의 기록 ,지은이: EBS 역사채널ⓔ 제작팀,북하우스 퍼블리셔스,2013,,9788956056388,3900,911.05,"3,132"
141,세상은 이렇게 시작되었단다,제인 레이 글·그림;이명희 옮김,마루벌,2007,,9788985675420,77800,231,"3,127"
142,소금 :박범신 장편소설 ,지은이: 박범신,한겨레출판,2013,,9788984316904,3810,813.62,"3,125"
143,"(시골의사 박경철의) 자기혁명 :시대의 지성, 청춘의 멘토 박경철의 독설충고 ",박경철 지음,웅진씽크빅,2011,,9788901130460,3320,325.04,"3,121"
144,공중그네:오쿠다 히데오 장편소설,오쿠다 히데오 지음;이영미 옮김,은행나무,2005,,9788956601021,3830,833.6,"3,078"
145,부모라면 유대인처럼 =Talmudic education ,고재학 지음,위즈덤하우스,2010,,9788991731493,13590,598.1,"3,075"
146,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,2,9788932908564,4860,863,"3,073"
147,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,4,9788993964349,3810,813.7,"3,069"
148,당신 없는 나는? :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 허지은,밝은세상,2009,,9788984371002,3860,863,"3,060"
149,홀리스 우즈의 그림들 ,패트리샤 레일리 기프 지음 ;원지인 옮김,푸른책들,2010,,9788957982105,74840,843,"3,056"
150,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,3,9788932916484,4860,863,"3,053"
151,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,11,9788958622178,7910,911.05,"3,051"
152,우아한 거짓말 :김려령 장편소설 ,김려령,창비,2009,,9788936456221,43810,813.7,"3,013"
153,"엄마, 일단 가고봅시다! ",글·사진: 태원준,북로그컴퍼니,2013,,9788994197463,4810,980.24,"3,010"
154,신참자 ,히가시노 게이고 지음 ;김난주 옮김,재인,2012,,9788990982469,3830,833.6,"2,985"
155,우리는 사랑일까:알랭 드 보통 장편소설,알랭 드 보통 지음;공경희 옮김,은행나무,2005,,9788956601373,3840,843,"2,975"
155,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,6,9788958620617,7910,911.05,"2,975"
157,사악한 늑대 :넬레 노이하우스 장편소설 ,지은이: 넬레 노이하우스 ;옮긴이: 김진아,더난콘텐츠그룹,2013,,9791185051062,3850,853,"2,962"
158,가르치고 싶은 엄마 놀고 싶은 아이 ,오은영 지음,웅진씽크빅,2013,,9788901158655,13590,598.1,"2,955"
159,(당신이 속고 있는 28가지) 재테크의 비밀 ,박창모 지음,시공사,2011,,9788952762726,13320,327.04,"2,954"
160,"나는 아직, 어른이 되려면 멀었다 :청춘의 밤을 꿈을 사랑을 이야기하다 ",강세형 지음,김영사,2010,,9788934940067,3810,814.7,"2,953"
161,비행운 :김애란 소설집 ,지은이: 김애란,문학과지성사,2012,,9788932023151,3810,813.7,"2,937"
162,64,요코야마 히데오 지음 ;최고은 옮김,시공사,2013,,9788952768889,3830,833.6,"2,934"
163,꾸뻬 씨의 시간 여행 ,프랑수아 를로르 지음 ;이재형 옮김,열림원,2013,,9788970637716,3860,863,"2,913"
164,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,7,9788958620792,7910,911.05,"2,909"
165,(소아정신과 의사 서천석의) 아이와 함께 자라는 부모 ,서천석 지음,창비,2013,,9788936472269,13590,598.1,"2,906"
166,개포동 김갑수씨의 사정 :허지웅 소설 ,지은이: 허지웅,문학동네,2014,,9788954624060,3810,813.7,"2,899"
167,북유럽 =코펜하겐·오슬로·스톡홀름·헬싱키 /Northern Europe ,글·사진: 정기범,시공사,2013,47,9788952770370,14980,982.302,"2,893"
168,리빙 더 월드 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 공경희,밝은세상,2013,,9788984371231,3840,843.5,"2,886"
169,어느 날 문득 어른이 되었습니다 :마스다 미리 산문집 ,지은이: 마스다 미리 ;옮긴이: 권남희,문학동네,2014,,9788954624176,13830,838,"2,878"
170,그때 알았더라면 좋았을 것들 :가슴속에 품어야 할 청춘의 키워드 20 ,정여울 지음,북이십일 21세기북스,2013,,9788950949112,3810,818,"2,877"
171,월급쟁이 부자들 :부자아빠 없는 당신이 진짜부자 되는 법 ,이명로 지음,스마트북스,2014,,9791185541006,13320,327,"2,873"
172,달콤한 나의 도시:정이현 장편소설,지은이: 정이현,문학과지성사,2006,,9788932017150,3810,813.6,"2,852"
173,먹는 이야기 ,글: 고대영 ;그림: 김영진,길벗어린이,2011,,9788955821697,77810,813.7,"2,847"
174,불안한 엄마 무관심한 아빠 :3세~15세 자녀를 둔 부모 필독서 ,오은영 지음,웅진씽크빅,2011,,9788901122816,13590,598.1,"2,843"
175,바보 빅터 :17년 동안 바보로 살았던 멘사 회장의 이야기 ,"지은이: 호아킴 데 포사다,레이먼드 조",한국경제신문 한경BP,2018,,9788947527934,13840,848,"2,841"
176,스노우맨 :요 네스뵈 장편소설 ,지은이: 요 네스뵈 ;옮긴이: 노진선,비채,2012,,9788994343587,3890,859.82,"2,832"
177,돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가 ,지은이: 마이클 샌델 ;옮긴이: 안기순,미래엔,2012,,9788937833663,3330,193,"2,827"
178,파리에선 그대가 꽃이다 :손미나의 '파리지앵'으로 살아보기 ,손미나 지음,웅진씽크빅,2013,,9788901156514,3810,982.6302,"2,825"
179,아웃라이어 :성공의 기회를 발견한 사람들 ,말콤 글래드웰 [지음] ;노정태 옮김,김영사,2009,,9788934933151,3320,325.04,"2,794"
180,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,10,9788958621829,7910,911.05,"2,792"
181,"돈이 모이는 생활의 법칙 =종잣돈, 내집 장만, 알뜰 육아를 위한 작은돈 굴리기 프로젝트 /Daily life habits making money ",짠돌이카페 슈퍼짠 9인 지음,길벗,2014,,9788966187096,13320,327.04,"2,775"
182,사랑받지 못한 여자 :넬레 노이하우스 장편소설 ,지은이: 넬레 노이하우스 ;옮긴이: 김진아,더난콘텐츠그룹,2012,,9788991239876,3850,853,"2,771"
183,"초등 1학년 공부, 책읽기가 전부다 ",송재환 지음,위즈덤하우스,2013,,9788991731745,13590,29.8,"2,766"
184,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,8,9788958621058,7910,911.05,"2,757"
185,파라다이스,베르나르 베르베르 지음 ;임희근 옮김,열린책들,2010,1,9788932910413,4860,863,"2,743"
186,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,12,9788958622499,7910,911.05,"2,733"
187,(어린이)성경이 만든 사람:백화점 왕 워너메이커,"전광,임금선 [공]지음",생명의말씀사,2005,,9788904160839,3230,230,"2,727"
188,"안녕, 내 모든것 :정이현 장편소설 ",지은이: 정이현,창비,2013,,9788936434052,3810,813.7,"2,724"
188,베이비 위스퍼 골드:행복한 엄마들의 아기 존중 육아법,"트레이시 호그,노혜숙 옮김",세종서적,2007,,9788984072367,3590,598.122,"2,724"
188,엄마는 아들을 너무 모른다 :두려움과 불안을 자신감과 행복으로 바꿔주는 아들 교육법 ,"창랑,박주은 옮김",위즈덤하우스,2014,,9788991731783,13590,598.132,"2,724"
